timestamps,TP9,AF7,AF8,TP10,Marker0
94.701,-44.434,-3.418,-26.855,-35.156,0
94.705,-41.016,-4.883,-31.738,-41.016,NaN
94.709,-43.945,-21.484,-40.527,-44.434,0
94.712,-44.434,-17.090,-38.574,-38.086,0
94.716,-44.434,3.418,-29.785,-30.273,0
94.720,-44.922,-15.625,-16.602,-31.250,NaN
94.724,-49.805,-14.648,-16.113,-39.062,0
94.728,-51.758,3.418,-14.648,-39.551,0
94.732,-45.898,-0.977,-2.441,-34.180,0
94.745,-41.992,0.488,-0.488,-42.480,0
94.749,-49.316,-25.391,-22.949,-52.246,0
94.753,-44.434,-49.805,-49.805,-52.246,0
94.757,-35.645,-34.180,-37.109,-41.016,NaN
94.761,-41.504,-1.465,-15.625,-41.992,0
94.765,-41.016,1.465,-18.066,-43.945,0
94.768,-46.875,2.441,-23.438,-43.945,0
94.772,-47.852,0.000,-16.113,-58.105,0
94.776,-35.645,-19.531,-6.348,-47.852,NaN
94.780,-37.109,-18.066,-12.695,-37.598,0
94.784,-40.039,-16.113,-28.809,-35.645,NaN
94.788,-36.133,-29.297,-35.645,-25.879,0
94.784,-20.996,-25.391,-41.992,-18.066,0
94.788,-9.766,10.742,-41.992,-16.602,NaN
94.792,-31.250,14.648,-28.320,-38.574,0
94.796,-41.992,-4.395,-18.066,-41.504,NaN
94.800,-29.785,-8.301,-12.695,-28.320,0
94.804,-28.320,-17.578,-17.578,-31.738,NaN
94.807,-30.273,-14.160,-20.996,-39.062,NaN
94.811,-27.344,-15.137,-17.090,-45.898,0
94.815,-34.180,-13.184,-19.043,-41.992,0
94.819,-44.922,-9.277,-19.043,-35.156,0
94.823,-49.805,-23.438,-12.207,-43.457,NaN
94.827,-44.922,-31.738,-8.789,-51.270,0
94.839,-41.992,-38.574,-20.020,-52.246,0
94.843,-38.086,-25.879,-14.160,-45.898,0
94.847,-39.062,4.883,-17.090,-45.410,0
94.851,-45.410,1.465,-39.551,-49.316,0
94.855,-38.574,-6.348,-22.949,-36.621,0
94.859,-28.809,-1.953,-10.742,-25.391,NaN
94.862,-26.367,-1.465,-38.574,-22.949,0
94.866,-23.438,-10.742,-40.039,-29.297,0
94.870,-23.926,-16.602,-22.949,-39.062,0
94.874,-21.973,-19.531,-21.973,-32.227,NaN
94.878,-12.695,-20.508,-10.742,-16.602,NaN
94.882,-7.324,-21.484,-3.418,-20.020,0
94.876,-7.324,-9.766,-10.254,-28.809,0
94.880,-10.742,5.371,-6.836,-27.344,NaN
94.884,-21.484,4.395,-6.348,-26.367,NaN
94.888,-27.344,0.488,-11.719,-34.180,0
94.892,-13.184,-5.859,-12.695,-27.832,0
94.896,2.930,-9.277,-30.762,-12.207,0
94.899,3.906,-3.906,-45.898,-12.695,0
94.903,-4.883,-1.953,-32.715,-25.879,NaN
94.907,-5.371,-26.855,-5.371,-19.531,0
94.911,-7.324,-21.973,-15.137,-7.812,0
94.915,-11.230,7.812,-28.320,-18.066,0
94.919,-13.672,1.465,-13.184,-26.855,0
94.933,-18.555,-9.277,-8.301,-33.203,0
94.937,-19.043,-14.648,4.883,-33.203,0
94.941,-10.742,-7.324,10.254,-28.320,NaN
94.945,4.883,-2.441,-7.812,-16.113,0
94.949,4.883,-17.090,-13.672,-4.883,0
94.953,-9.766,-27.832,-15.625,-6.348,0
94.956,-11.719,-26.855,-28.320,-7.812,0
94.960,-14.160,-17.578,-22.949,-13.184,NaN
94.964,-15.625,-18.066,-7.812,-19.043,0
94.968,-12.207,-21.973,-4.883,-19.531,0
94.972,-16.113,-19.531,0.488,-19.531,0
94.976,-24.414,-20.508,-5.859,-27.344,0
94.972,-25.879,-18.066,0.488,-33.691,NaN
94.976,-18.555,-16.602,3.418,-22.949,NaN
94.980,-17.578,-14.648,-6.348,-17.578,NaN
94.984,-21.973,-24.414,-11.719,-18.066,0
94.988,-21.973,-33.691,-25.391,-26.855,0
94.992,-17.578,-18.555,-33.691,-30.762,0
94.995,-8.789,-8.789,-21.973,-11.230,NaN
94.999,-17.578,-26.367,-4.395,-9.277,0
95.003,-26.367,-24.902,-7.324,-19.043,0
95.007,-12.695,-14.160,-1.465,-10.742,0
95.011,-16.602,-14.160,5.371,-15.137,NaN
95.015,-28.809,-16.602,-10.254,-22.461,0
95.027,-19.531,-23.438,-16.602,-11.230,0
95.031,-12.695,-30.273,-12.207,-0.488,0
95.035,-17.578,-26.367,-16.602,-3.906,0
95.039,-17.090,-18.066,-22.461,-15.137,0
95.043,-10.742,-24.414,-13.184,-9.766,0
95.047,-11.719,-34.180,-8.301,3.418,0
95.050,-19.043,-34.180,-13.184,4.883,NaN
95.054,-20.996,-8.789,-20.020,-1.953,0
95.058,-15.625,6.348,-29.785,-14.160,0
95.062,-7.812,7.324,-27.344,-12.207,NaN
95.066,-15.137,-6.836,-15.625,-15.625,NaN
95.070,-21.484,-32.227,-0.977,-19.531,NaN
95.064,-24.902,-41.992,-0.488,-9.766,0
95.068,-23.438,-49.316,-16.113,0.977,0
95.072,-17.578,-42.969,-22.461,-3.418,0
95.076,-20.996,-7.324,-25.391,-10.742,NaN
95.080,-20.996,-7.812,-17.090,-4.883,0
95.084,-22.949,-14.648,1.465,-11.230,0
95.087,-23.438,-6.348,0.488,-21.484,0
95.091,-18.066,0.977,-18.555,-23.438,0
95.095,-16.113,0.000,-14.160,-12.207,0
95.099,-18.066,-19.043,-20.508,-5.859,NaN
95.103,-27.344,-27.344,-49.805,-19.043,0
95.107,-16.602,-20.508,-44.922,-15.137,0
95.121,-3.418,-12.207,-19.043,-18.555,0
95.125,-22.949,-2.930,-6.348,-29.785,0
95.129,-39.062,-0.488,-2.930,-34.668,NaN
95.133,-32.715,4.395,-3.418,-31.250,0
95.137,-20.508,-22.461,-14.648,-25.879,0
95.141,-4.883,-28.320,-9.766,-12.207,0
95.144,-17.090,-3.418,-13.184,-14.160,0
95.148,-33.203,-2.930,-34.180,-33.691,NaN
95.152,-25.391,0.000,-39.062,-27.832,0
95.156,-15.625,-2.930,-38.574,-22.949,0
95.160,-11.230,-14.648,-30.762,-18.555,NaN
95.164,-7.812,-16.602,-31.738,-10.742,NaN
95.157,-11.719,-31.250,-41.016,-22.461,NaN
95.161,-17.090,-43.457,-38.574,-14.160,0
95.165,-11.719,-36.621,-15.137,-2.930,0
95.169,-14.160,-19.531,-0.488,-13.184,0
95.173,-25.879,-5.371,-8.301,-18.066,NaN
95.177,-23.926,-15.137,-15.625,-15.625,0
95.180,-13.672,-9.766,-18.555,-15.625,0
95.184,-10.254,6.836,-19.531,-12.207,NaN
95.188,-10.254,-2.930,-18.555,-5.859,0
95.192,-7.812,-11.719,-24.902,-12.695,NaN
95.196,-5.371,-4.883,-37.109,-14.160,0
95.200,-8.301,-5.371,-27.832,-7.812,0
95.214,-14.648,-3.418,-7.324,-10.742,0
95.218,-17.578,-12.207,-5.859,-6.836,0
95.222,-19.043,-13.184,0.000,-9.766,0
95.226,-18.555,-2.930,6.348,-15.625,0
95.230,-17.090,4.395,2.930,-19.043,0
95.234,-16.602,6.348,-0.977,-15.625,0
95.237,-15.137,-13.672,-17.578,-9.277,0
95.241,-23.926,-11.719,-30.273,-18.066,NaN
95.245,-24.902,-3.906,-37.598,-22.949,0
95.249,-11.719,-23.438,-28.809,-14.160,0
95.253,-13.184,-20.508,-5.371,-5.371,0
95.257,-17.578,-1.953,-7.812,-7.324,0
95.253,-17.090,4.395,-17.090,-12.207,NaN
95.257,-22.949,-11.230,-4.883,-19.043,NaN
95.261,-17.578,-13.672,-12.207,-15.625,NaN
95.265,-9.277,0.488,-25.879,-4.395,0
95.269,-18.555,0.977,-13.184,-4.395,0
95.273,-22.949,-0.977,-10.742,-4.395,0
95.276,-16.113,-9.766,-27.344,-7.324,0
95.280,-14.160,-13.184,-26.855,-6.836,NaN
95.284,-20.996,-5.859,-18.555,-2.930,0
95.288,-32.227,0.000,-12.695,-16.602,0
95.292,-39.551,-10.254,-12.695,-36.133,0
95.296,-38.574,-7.324,-8.301,-39.062,0
95.307,-27.344,-10.254,-13.672,-25.391,0
95.311,-23.926,-14.160,-27.832,-21.973,0
95.315,-22.949,-9.766,-24.902,-26.367,NaN
95.319,-17.578,-18.066,-17.090,-15.625,0
95.323,-28.809,-14.648,-22.461,-22.949,0
95.327,-33.203,-0.977,-27.832,-26.367,0
95.330,-21.973,9.277,-13.672,-16.113,0
95.334,-27.344,9.766,-2.441,-32.227,NaN
95.338,-32.715,5.859,-8.301,-32.227,0
95.342,-29.297,2.930,-14.648,-24.902,0
95.346,-26.855,-11.230,-27.344,-21.973,0
95.350,-27.832,-41.016,-46.387,-18.066,0
95.345,-21.973,-21.973,-33.203,-13.184,NaN
95.349,-22.949,0.488,-13.184,-11.719,NaN
95.353,-28.320,-1.953,-21.973,-25.879,NaN
95.357,-21.973,-8.301,-12.207,-28.809,0
95.361,-21.484,-14.648,14.160,-27.832,0
95.365,-30.762,9.277,7.812,-36.133,0
95.368,-36.133,16.602,-10.254,-41.016,NaN
95.372,-39.062,-0.488,-20.020,-42.969,0
95.376,-41.504,-12.207,-18.066,-28.809,0
95.380,-39.062,-16.602,-19.043,-10.254,0
95.384,-37.109,-18.555,-33.691,-18.555,NaN
95.388,-37.109,-3.906,-24.902,-26.855,0
95.401,-29.785,0.488,-37.109,-22.949,0
95.405,-23.926,-15.137,-45.898,-19.531,NaN
95.409,-33.203,-3.906,-12.207,-34.180,0
95.413,-33.691,-2.441,7.812,-42.969,0
95.417,-31.250,-8.301,0.977,-44.922,0
95.421,-41.016,1.465,-23.438,-35.645,0
95.424,-38.086,-3.906,-33.203,-28.809,0
95.428,-37.598,-7.812,-22.461,-37.109,NaN
95.432,-45.898,-1.465,-19.531,-39.551,0
95.436,-40.527,-11.230,-25.391,-32.715,0
95.440,-35.156,-25.391,-29.297,-11.719,NaN
95.444,-31.738,-6.348,-31.250,-7.812,0
95.440,-29.297,0.000,-31.738,-16.113,0
95.444,-33.691,-5.859,-34.668,-23.926,NaN
95.448,-34.668,-12.695,-34.180,-36.621,0
95.452,-48.828,-27.344,-28.320,-34.668,NaN
95.456,-53.711,-1.465,-25.391,-40.039,0
95.460,-45.898,22.461,-15.137,-48.340,0
95.463,-44.434,11.230,-5.859,-38.574,0
95.467,-40.527,-8.301,-18.066,-39.551,0
95.471,-37.598,-14.648,-28.320,-41.016,NaN
95.475,-30.273,-17.090,-32.715,-31.250,0
95.479,-23.926,-11.719,-40.527,-34.668,0
95.483,-22.949,0.000,-37.109,-41.504,0
95.495,-24.902,4.883,-21.973,-45.898,0
95.499,-33.203,-1.953,-10.254,-40.039,0
95.503,-36.133,-6.836,-16.602,-32.227,0
95.507,-32.227,-4.883,-29.785,-28.320,0
95.511,-31.250,-3.418,-24.414,-27.344,0
95.515,-40.527,-11.230,-10.254,-28.320,NaN
95.518,-39.551,3.906,-9.277,-17.578,0
95.522,-33.691,17.578,-14.648,-15.625,0
95.526,-42.480,0.977,-31.250,-32.227,0
95.530,-46.875,-22.949,-23.926,-44.922,NaN
95.534,-54.199,-15.137,-14.160,-44.434,NaN
95.538,-59.082,8.789,-37.109,-47.363,NaN
95.532,-52.734,1.465,-30.273,-39.551,0
95.536,-42.480,-3.906,1.465,-32.715,0
95.540,-31.250,-3.906,1.953,-31.250,0
95.544,-33.203,0.000,-23.926,-32.227,0
95.548,-33.203,2.930,-20.996,-31.738,NaN
95.552,-29.785,0.000,-12.207,-23.438,NaN
95.555,-41.992,-0.977,-29.785,-28.809,0
95.559,-44.434,-6.836,-24.414,-35.156,0
95.563,-33.691,-15.625,-25.879,-28.809,0
95.567,-45.410,-16.113,-49.316,-34.668,NaN
95.571,-52.246,10.254,-41.992,-48.340,0
95.575,-33.691,21.484,-22.461,-39.551,0
95.589,-15.137,4.883,-26.367,-24.414,0
95.593,-17.578,-4.883,-26.855,-23.926,0
95.597,-20.020,-8.789,-31.250,-21.973,0
95.601,-11.230,-24.902,-42.480,-14.160,0
95.605,-15.625,-23.438,-36.621,-11.230,0
95.609,-20.020,-15.625,-27.832,-2.441,0
95.612,-16.113,-18.555,-16.602,-13.672,NaN
95.616,-22.949,4.883,-20.508,-33.691,0
95.620,-28.809,3.906,-32.227,-28.809,0
95.624,-26.855,-10.742,-35.156,-30.762,0
95.628,-29.785,-4.883,-31.738,-26.367,NaN
95.632,-39.062,1.953,-37.109,-22.949,NaN
95.626,-33.691,9.277,-28.320,-33.203,NaN
95.630,-28.809,6.836,-14.648,-36.621,0
95.634,-30.273,-0.977,-28.320,-30.273,0
95.638,-18.555,4.883,-37.598,-20.508,NaN
95.642,-19.531,-3.418,-27.344,-24.902,0
95.646,-27.344,-19.043,-10.254,-30.273,0
95.649,-32.227,-17.090,-12.695,-25.879,0
95.653,-30.762,-6.836,-20.020,-28.320,0
95.657,-22.949,0.977,-31.738,-35.156,NaN
95.661,-20.020,-13.672,-36.621,-34.180,0
95.665,-15.625,-17.090,-30.762,-34.668,0
95.669,-12.695,-3.418,-37.598,-30.273,0
95.683,-4.395,-16.113,-31.250,-29.297,0
95.687,-3.906,-10.742,-25.391,-28.809,0
95.691,-6.348,-2.930,-31.738,-20.020,0
95.695,9.766,-18.066,-24.414,-11.230,NaN
95.699,9.766,-20.996,-12.207,-9.766,0
95.703,-1.953,1.465,-27.344,-11.719,0
95.706,-6.836,-8.789,-22.461,-9.766,0
95.710,-12.207,-17.578,-1.953,-16.602,NaN
95.714,-7.812,-1.953,-15.625,-23.438,0
95.718,-0.488,-5.859,-26.855,-19.531,0
95.722,-0.488,-1.953,-25.391,-16.113,0
95.726,-1.953,-4.883,-22.461,-19.531,0
95.721,-5.859,-12.207,-4.395,-25.391,NaN
95.725,-10.742,-9.277,-4.883,-25.391,NaN
95.729,-7.812,-9.766,-25.391,-18.066,NaN
95.733,0.488,-21.484,-16.602,-10.254,0
95.737,0.488,-34.180,-4.395,-9.766,0
95.741,-10.742,-27.344,-7.812,-21.484,NaN
95.744,-14.648,-20.508,-11.719,-29.785,0
95.748,-18.066,-32.227,-22.949,-33.691,0
95.752,-25.391,-10.254,-28.809,-33.691,0
95.756,-29.297,3.906,-23.926,-36.133,NaN
95.760,-25.391,-16.602,-22.461,-42.480,0
95.764,-27.344,-36.133,-21.484,-41.504,0
95.777,-27.344,-23.926,-16.602,-35.156,0
95.781,-14.648,-18.555,-9.766,-36.133,0
95.785,-18.555,-28.320,-4.395,-41.504,0
95.789,-22.949,-40.527,-11.230,-34.180,NaN
95.793,-20.508,-37.598,-13.184,-35.645,0
95.797,-14.160,-4.883,0.488,-34.180,0
95.800,-15.625,-8.789,-7.812,-25.879,0
95.804,-24.414,-19.531,-14.648,-30.273,0
95.808,-19.531,-2.441,-8.301,-20.508,0
95.812,-14.648,-14.160,-2.930,-18.555,NaN
95.816,-9.766,-24.902,13.184,-21.973,NaN
95.820,-12.695,-36.621,-1.465,-19.531,NaN
95.814,-22.949,-45.898,-26.855,-23.926,0
95.818,-19.043,-26.367,-26.855,-25.879,0
95.822,-14.648,-22.949,-13.184,-22.461,0
95.826,-19.043,-24.414,-5.859,-15.625,NaN
95.830,-23.926,-17.578,-11.230,-23.926,0
95.834,-25.879,-9.766,-12.207,-29.297,0
95.837,-30.762,-21.484,-19.043,-29.297,0
95.841,-40.039,-18.555,-21.973,-40.039,0
95.845,-31.738,-3.906,-20.020,-25.391,0
95.849,-4.883,-9.766,-23.438,17.090,NaN
95.853,-24.414,-14.160,-19.531,-4.395,0
95.857,-40.527,-13.184,-25.391,-44.922,0
95.870,-29.297,-18.555,-9.766,-41.992,0
95.874,-28.320,-20.020,-0.977,-25.879,NaN
95.878,-19.531,-25.879,-20.508,-16.602,0
95.882,-18.555,-41.016,-14.160,-22.461,0
95.886,-20.996,-36.621,-4.395,-28.809,0
95.890,-54.199,-41.992,-2.930,-41.504,0
95.893,-72.266,-43.457,5.371,-46.387,0
95.897,-62.500,-28.809,-2.441,-54.688,NaN
95.901,-60.059,-25.391,-9.766,-49.805,0
95.905,-57.129,-11.230,-31.250,-30.762,0
95.909,-46.875,-2.441,-31.738,-23.926,0
95.913,-48.828,-22.461,-17.090,-36.133,0
95.909,-48.340,-21.484,-18.555,-41.504,NaN
95.913,-40.527,-18.555,0.000,-31.250,NaN
95.917,-35.156,-15.625,8.789,-26.367,NaN
95.921,-34.668,-11.719,-18.555,-21.973,0
95.925,-42.969,-31.738,-26.855,-22.949,0
95.929,-49.805,-37.109,-7.324,-28.809,NaN
95.932,-45.898,-26.367,-14.160,-33.203,0
95.936,-39.062,-12.207,-26.855,-36.621,0
95.940,-38.574,-3.906,-14.160,-26.367,0
95.944,-37.109,-7.324,-6.348,-20.020,NaN
95.948,-31.250,-6.348,-3.418,-22.949,0
95.952,-36.133,-14.648,-10.254,-26.855,0
95.964,-38.574,-11.719,-24.414,-30.762,0
95.968,-26.855,8.789,-23.926,-27.344,0
95.972,-28.809,-0.977,-16.113,-29.297,0
95.976,-32.715,-11.719,-12.695,-31.250,0
95.980,-36.133,-24.414,-17.578,-33.203,NaN
95.984,-40.527,-23.438,-29.785,-35.156,0
95.987,-40.039,-20.020,-23.438,-34.668,0
95.991,-30.762,-15.137,-9.766,-30.273,0
95.995,-31.738,-3.906,-12.207,-25.391,0
95.999,-34.180,-0.977,-21.973,-32.227,NaN
96.003,-24.902,-4.395,-31.738,-27.832,NaN
96.007,-22.949,-17.090,-33.203,-18.555,NaN
96.002,-29.297,-23.438,-26.367,-25.879,0
96.006,-30.273,-23.438,-22.461,-34.180,0
96.010,-29.297,-0.488,-20.020,-33.203,0
96.014,-34.180,14.648,-16.113,-29.785,0
96.018,-32.715,0.000,-4.883,-26.367,NaN
96.022,-26.367,-14.648,2.441,-29.297,0
96.025,-40.039,-6.836,-20.020,-33.691,0
96.029,-53.223,-5.859,-36.133,-30.273,0
96.033,-47.363,-16.602,-26.367,-20.996,0
96.037,-29.785,-9.766,-8.789,-24.414,NaN
96.041,-19.531,-0.977,-7.812,-24.902,0
96.045,-29.297,-3.906,-21.484,-21.484,0
96.076,-32.227,-9.766,-32.227,-26.855,0
96.080,-28.320,-31.738,-32.227,-21.484,NaN
96.084,-30.273,-37.109,-18.066,-19.043,0
96.088,-30.273,-16.602,-13.672,-27.344,0
96.092,-32.715,-5.371,-17.578,-31.738,0
96.096,-33.203,5.371,-22.949,-28.809,NaN
96.099,-33.203,8.789,-25.879,-26.367,NaN
96.103,-30.762,2.441,-33.691,-35.156,NaN
96.107,-29.785,-2.441,-40.039,-37.109,0
96.111,-30.762,-13.672,-34.180,-34.180,0
96.115,-20.996,-12.207,-19.043,-28.320,0
96.119,-20.508,-5.371,-4.395,-26.855,NaN
96.095,-25.391,-17.578,-11.230,-32.715,NaN
96.099,-30.762,-22.949,-26.367,-33.203,0
96.103,-29.297,-13.672,-27.344,-32.227,0
96.107,-20.020,-16.602,-25.391,-21.973,NaN
96.111,-29.785,-3.906,-18.066,-18.555,NaN
96.115,-39.551,-2.441,-20.508,-33.691,NaN
96.118,-32.227,-3.906,-56.152,-37.109,NaN
96.122,-21.973,13.184,-58.594,-31.250,0
96.126,-17.090,23.438,-19.043,-27.832,0
96.130,-16.113,13.184,6.348,-20.020,NaN
96.134,-24.902,-6.348,2.930,-20.996,0
96.138,-41.016,-30.273,-20.996,-37.109,0
96.152,-43.945,-21.484,-20.996,-45.898,0
96.156,-48.828,3.906,-4.883,-32.227,NaN
96.160,-49.316,-10.742,-10.254,-26.367,0
96.164,-39.551,-20.020,-40.527,-34.668,0
96.168,-34.180,-9.277,-53.711,-31.738,0
96.172,-32.227,-8.301,-31.250,-23.926,NaN
96.175,-32.227,-8.789,-10.254,-22.461,0
96.179,-34.668,-13.672,-1.465,-28.320,0
96.183,-25.391,-10.742,2.441,-24.414,0
96.187,-22.461,-13.184,-7.812,-19.531,NaN
96.191,-27.832,-14.648,-19.043,-20.996,NaN
96.195,-19.531,-5.859,-19.043,-18.066,NaN
96.189,-18.555,-5.859,-30.762,-24.414,0
96.193,-21.973,4.395,-29.785,-32.227,0
96.197,-29.785,-3.418,-19.043,-37.598,0
96.201,-38.086,-12.695,-19.043,-43.457,0
96.205,-45.898,-13.184,-21.973,-52.734,NaN
96.209,-55.176,-17.090,-30.273,-60.547,0
96.212,-62.500,-12.695,-34.180,-70.312,0
96.216,-67.383,-0.488,-31.738,-74.219,0
96.220,-65.430,6.348,-42.480,-59.570,0
96.224,-90.332,6.836,-33.203,-74.707,NaN
96.228,-114.746,-3.906,-2.930,-100.586,0
96.232,-108.887,-25.391,0.000,-97.168,0
96.245,-107.910,-19.531,-18.066,-97.168,0
96.249,-108.398,8.301,-20.020,-102.051,0
96.253,-106.934,21.973,-9.277,-106.445,0
96.257,-96.191,20.020,-11.230,-104.492,NaN
96.261,-108.398,17.578,-9.277,-103.516,0
96.265,-121.582,5.859,2.441,-104.980,0
96.268,-96.191,-13.184,-3.906,-80.566,0
96.272,-93.750,-13.184,0.000,-79.102,0
96.276,-86.426,-11.230,-3.418,-86.914,0
96.280,-59.570,-18.066,-9.766,-64.453,NaN
96.284,-74.707,-30.762,-0.488,-67.871,NaN
96.288,-59.570,-33.203,-18.066,-54.688,0
96.282,-20.996,-23.926,-39.062,-32.227,0
96.286,-41.992,-16.602,-35.645,-58.594,NaN
96.290,-39.551,-21.484,-15.625,-62.012,NaN
96.294,-29.785,-39.062,-1.465,-54.199,0
96.298,-41.504,-36.133,-4.395,-59.570,0
96.302,-26.367,-21.973,-15.625,-39.062,NaN
96.305,-18.066,-35.645,-20.508,-15.625,0
96.309,-20.020,-39.551,-37.598,-6.348,0
96.313,-22.461,-17.090,-45.898,0.977,NaN
96.317,-24.902,-15.625,-33.203,4.883,0
96.321,-18.066,-19.043,-25.879,-5.371,0
96.325,-22.461,-11.230,-19.043,-12.695,0
96.339,-28.320,4.395,-19.531,-11.230,0
96.343,-21.973,1.465,-25.391,-7.324,0
96.347,-11.719,-23.926,-21.973,-12.695,0
96.351,-9.277,-27.832,-20.020,-4.883,0
96.355,-12.695,-15.137,-31.250,0.000,0
96.359,-14.648,-20.508,-36.133,0.488,0
96.362,-13.672,-14.648,-25.391,6.836,NaN
96.366,-16.602,-13.672,-27.344,1.465,0
96.370,-14.648,-19.043,-30.273,2.441,0
96.374,-11.230,-17.578,-10.742,4.883,0
96.378,-8.301,-4.395,-1.465,0.977,NaN
96.382,-6.836,18.066,-14.648,-5.371,NaN
96.377,-18.555,8.789,-42.969,-17.578,NaN
96.381,-19.043,-12.207,-52.734,-18.555,0
96.385,-9.277,-25.391,-41.504,-13.672,0
96.389,-3.906,-26.367,-20.508,-7.324,0
96.393,-0.977,-15.137,-32.227,5.859,NaN
96.397,-5.371,-12.695,-56.641,4.395,0
96.400,-8.301,-17.090,-33.691,-6.836,0
96.404,-1.953,-19.531,4.395,-14.648,0
96.408,-11.719,-9.277,16.602,-18.555,0
96.412,-22.461,15.625,-0.488,-7.324,NaN
96.416,-19.531,14.648,-28.809,-6.348,0
96.420,-24.902,-4.395,-47.852,-19.531,0
96.432,-25.879,-12.695,-46.387,-22.461,0
96.436,-22.949,-13.184,-41.992,-21.973,0
96.440,-25.391,-18.555,-49.316,-17.578,NaN
96.444,-26.855,-30.762,-53.223,-13.672,0
96.448,-20.508,-35.156,-45.898,-21.484,0
96.452,-22.461,-14.648,-25.391,-23.926,0
96.455,-32.715,-11.230,-11.230,-21.484,0
96.459,-29.785,-18.555,-10.742,-25.391,NaN
96.463,-12.207,-20.508,-12.207,-13.184,0
96.467,-16.113,-27.832,-37.109,-10.254,0
96.471,-23.926,-9.277,-56.152,-8.789,0
96.475,-17.578,7.812,-61.035,0.000,0
96.471,-15.625,-5.371,-53.223,-13.672,NaN
96.475,-11.719,-13.672,-28.809,-18.066,NaN
96.479,-5.371,-13.184,-17.578,-12.207,NaN
96.483,-6.836,-22.949,-13.672,-16.113,0
96.487,-21.973,-17.090,-18.555,-20.508,0
96.491,-25.879,-4.395,-35.645,-23.926,0
96.494,-12.207,-5.859,-29.785,-26.855,0
96.498,0.000,-18.066,-20.996,-24.414,0
96.502,3.418,-16.602,-32.715,-13.184,NaN
96.506,0.000,-0.977,-51.758,-16.602,0
96.510,-8.301,2.441,-62.500,-26.367,0
96.514,-6.836,3.906,-41.016,-22.949,0
96.526,-0.977,-2.441,-6.836,-23.926,0
96.530,-2.930,-3.906,1.953,-17.578,0
96.534,-11.719,-11.230,-14.648,-19.531,NaN
96.538,-9.766,-16.602,-22.949,-28.320,0
96.542,0.000,-14.648,-37.598,-23.438,0
96.546,-0.488,0.000,-41.016,-17.578,0
96.549,-0.977,2.441,-36.621,-15.137,NaN
96.553,6.836,-8.301,-32.715,-10.742,0
96.557,7.324,-22.461,-10.742,-7.324,0
96.561,-4.883,-22.461,5.859,-10.254,0
96.565,-7.324,-19.531,7.812,-20.020,0
96.569,-2.930,-14.160,3.906,-14.648,NaN
96.564,-3.906,4.395,-4.883,-10.742,NaN
96.568,-6.348,-2.441,-19.043,-17.090,NaN
96.572,-5.859,-10.742,-23.438,-17.090,0
96.576,6.836,-24.902,-38.086,-9.277,0
96.580,9.277,-21.484,-43.945,-12.695,0
96.584,1.953,-4.395,-34.668,-8.789,0
96.587,-3.418,6.348,-25.879,-0.488,0
96.591,-7.324,-3.418,-8.301,-12.695,NaN
96.595,-16.113,-17.578,-9.277,-12.695,0
96.599,-17.578,-26.855,-6.348,-8.789,0
96.603,-12.207,-21.484,-2.441,-16.113,0
96.607,-10.742,2.441,-15.625,-18.066,0
96.621,-10.742,9.766,-18.555,-11.230,0
96.625,-19.043,-11.230,-32.227,-5.859,NaN
96.629,-16.113,-20.508,-35.156,-9.766,0
96.633,-7.812,-11.719,-17.090,-9.277,0
96.637,-10.254,-10.254,-10.742,-3.906,0
96.641,-8.789,-7.324,-10.742,1.465,0
96.644,-11.230,-14.160,-1.953,8.789,0
96.648,-17.090,-20.020,-11.230,2.441,NaN
96.652,-8.301,-19.043,-20.508,-5.859,0
96.656,-6.348,-31.250,-6.348,-0.977,0
96.660,-12.207,-36.621,-19.531,-8.301,0
96.664,-22.949,-28.320,-41.016,-20.020,NaN
96.657,-29.785,-12.207,-39.551,-11.230,NaN
96.661,-18.066,-1.953,-38.574,-6.836,NaN
96.665,-18.555,9.766,-34.668,-6.348,0
96.669,-20.508,4.883,-32.715,-0.977,0
96.673,-17.578,-4.883,-21.484,2.930,NaN
96.677,-26.367,-1.465,-2.930,-0.977,0
96.680,-13.184,-9.277,1.953,7.324,0
96.684,-7.324,-10.254,-0.977,5.371,0
96.688,-22.949,-15.625,-4.883,-7.324,NaN
96.692,-22.461,-29.297,-13.184,5.371,0
96.696,-21.973,-16.602,-24.902,6.348,0
96.700,-23.438,7.812,-33.203,-3.418,0
96.714,-11.719,2.441,-22.461,-12.695,0
96.718,-9.277,-17.090,-7.324,-19.043,NaN
96.722,-19.043,-11.719,-4.395,-18.555,0
96.726,-19.531,-8.789,-24.414,-9.277,0
96.730,-18.066,-10.254,-40.527,0.000,0
96.734,-30.762,-18.066,-32.227,-5.859,0
96.737,-22.461,-19.531,-17.090,-1.465,NaN
96.741,3.906,-8.789,-8.301,5.371,0
96.745,-18.066,-13.184,-8.789,-15.137,0
96.749,-53.223,-11.230,-16.113,-35.645,0
96.753,-48.340,-9.277,-20.508,-19.531,0
96.757,-44.922,-7.812,-15.625,-15.137,0
96.751,-52.246,-5.371,-2.441,-26.367,NaN
96.755,-45.410,-24.414,-7.324,-23.438,NaN
96.759,-53.711,-45.898,-32.227,-29.297,NaN
96.763,-50.293,-30.273,-45.898,-27.832,0
96.767,-38.086,-21.973,-21.973,-11.230,0
96.771,-51.758,-32.227,2.441,-21.484,0
96.774,-59.082,-29.785,-4.395,-41.504,NaN
