timestamps,TP9,AF7,AF8,TP10,Marker0
32.198,-41.504,-44.434,-1.953,-34.668,NaN
32.202,-59.082,-73.242,-21.484,-54.688,0
32.206,-63.477,-26.855,-33.203,-53.223,0
32.210,-61.035,-8.301,-28.320,-46.387,NaN
32.213,-62.012,-35.156,-34.668,-49.805,0
32.217,-49.316,-25.391,-32.715,-34.668,0
32.221,-40.527,-13.184,-49.805,-34.668,0
32.225,-46.875,-43.457,-54.199,-46.387,0
32.229,-50.293,-36.621,-12.695,-41.504,0
32.233,-40.039,-9.766,7.812,-36.133,NaN
32.235,-36.133,1.465,-2.930,-36.621,0
32.239,-48.828,-32.715,-16.602,-40.039,0
32.243,-60.059,-65.918,-19.531,-40.527,NaN
32.247,-50.781,-36.621,-35.645,-33.691,0
32.251,-43.945,-13.672,-45.410,-38.086,0
32.255,-45.898,-18.066,-33.691,-46.875,NaN
32.258,-38.574,-12.695,-30.273,-36.621,0
32.262,-30.762,-5.859,-43.945,-27.832,0
32.266,-43.945,-24.902,-59.570,-41.992,0
32.270,-51.758,-41.016,-30.273,-46.387,NaN
32.274,-41.992,-24.902,14.648,-39.551,0
32.278,-43.945,-27.832,12.695,-39.062,0
32.282,-34.180,-55.664,4.395,-30.273,0
32.286,-20.996,-41.992,-2.930,-19.531,NaN
32.290,-21.484,-4.883,-18.555,-18.066,0
32.294,-39.551,-30.273,-23.926,-32.227,0
32.298,-56.152,-39.551,-36.621,-45.410,0
32.302,-53.223,-6.836,-43.945,-40.527,0
32.305,-42.480,-9.766,-37.109,-34.180,0
32.309,-37.109,-32.227,-41.992,-32.715,NaN
32.313,-36.621,-37.598,-47.852,-31.250,0
32.317,-35.645,-30.273,-24.902,-31.250,0
32.321,-41.992,-38.574,-1.465,-40.039,0
32.325,-53.711,-50.781,0.488,-47.363,0
32.341,-45.410,-46.875,5.371,-40.039,0
32.345,-36.621,-24.414,-11.719,-37.598,0
32.349,-47.852,-10.254,-29.297,-41.504,NaN
32.353,-52.734,-11.230,-35.156,-43.945,0
32.357,-57.617,-28.809,-41.992,-48.340,0
32.361,-62.988,-41.992,-31.738,-51.270,0
32.364,-66.895,-30.762,-21.973,-47.363,0
32.368,-68.359,-24.902,-33.203,-54.688,NaN
32.372,-63.965,-21.484,-35.645,-57.617,0
32.376,-52.246,-23.438,-5.859,-41.992,0
32.380,-37.598,-25.391,0.977,-32.715,0
32.384,-36.133,-19.531,-18.066,-33.203,0
32.386,-44.434,-17.090,-30.762,-35.645,NaN
32.390,-51.270,-28.809,-28.809,-47.852,0
32.394,-54.199,-24.902,-21.484,-51.270,0
32.398,-44.922,-17.090,-12.207,-30.762,0
32.402,-43.457,-19.531,-17.090,-34.180,0
32.406,-38.574,-26.367,-22.461,-35.645,NaN
32.409,-38.574,-41.504,-31.250,-31.738,0
32.413,-46.875,-26.855,-54.199,-34.668,0
32.417,-44.434,-19.043,-42.480,-29.297,0
32.421,-41.992,-38.086,-9.766,-28.809,0
32.425,-45.898,-37.109,-20.508,-39.551,0
32.429,-53.711,-27.344,-34.668,-50.781,NaN
32.430,-59.082,-20.508,-43.945,-45.410,0
32.434,-62.988,-20.020,-51.270,-42.969,0
32.438,-53.711,-22.461,-35.645,-46.875,NaN
32.442,-46.387,-30.273,-26.855,-47.363,0
32.446,-55.664,-48.828,-22.949,-52.734,NaN
32.450,-50.781,-61.035,-20.508,-42.480,0
32.453,-38.574,-42.480,-25.391,-38.086,0
32.457,-28.809,-17.578,-18.066,-35.156,0
32.461,-25.879,-28.809,-21.973,-24.902,NaN
32.465,-21.973,-33.691,-46.387,-19.043,0
32.469,-21.484,-23.926,-39.551,-22.461,0
32.473,-24.902,-19.531,-16.113,-23.926,0
32.475,-30.762,-26.855,-23.926,-24.414,NaN
32.479,-37.109,-34.668,-33.203,-34.180,0
32.483,-40.527,-29.785,-20.508,-43.945,0
32.487,-47.363,-26.855,-18.066,-46.875,0
32.491,-49.316,-26.367,-20.996,-45.410,NaN
32.495,-40.527,-41.992,-32.227,-43.457,0
32.498,-40.527,-56.641,-50.293,-38.574,0
32.502,-37.109,-53.711,-37.598,-25.391,0
32.506,-38.574,-37.109,-17.578,-24.902,NaN
32.510,-46.875,-18.555,-20.508,-34.180,0
32.514,-46.875,-21.484,-20.020,-37.109,0
32.518,-46.387,-27.832,-17.578,-34.668,0
32.521,-42.969,-28.809,-28.809,-33.203,NaN
32.525,-48.828,-32.715,-40.527,-47.852,0
32.529,-49.316,-22.949,-23.926,-48.340,0
32.533,-41.992,-20.020,-18.555,-41.016,0
32.537,-42.969,-32.715,-34.668,-48.340,NaN
32.541,-44.922,-35.645,-36.133,-56.152,0
32.544,-39.551,-43.945,-27.832,-55.176,0
32.548,-26.367,-48.828,-19.531,-45.898,0
32.552,-21.973,-52.246,-40.527,-46.387,0
32.556,-13.672,-43.457,-48.340,-41.016,0
32.560,-8.789,-34.668,-30.762,-36.621,NaN
32.564,-14.648,-30.273,-26.855,-48.340,0
32.580,-12.207,-27.832,-15.137,-47.852,0
32.584,0.488,-20.508,-24.414,-29.785,NaN
32.588,2.441,-18.555,-47.363,-22.461,0
32.592,-17.090,-38.574,-29.785,-36.621,0
32.596,-26.855,-32.715,-14.648,-43.457,0
32.600,-24.902,-11.230,-18.066,-33.691,0
32.603,-28.320,-14.160,-23.926,-33.691,NaN
32.607,-13.672,-45.898,-26.855,-21.484,0
32.611,-2.441,-44.922,-26.367,-3.418,0
32.615,-37.109,-29.785,-16.113,-17.090,0
32.619,-62.988,-23.438,-12.207,-34.668,NaN
32.623,-62.988,-18.555,-20.020,-42.480,NaN
32.610,-69.336,-34.668,-15.625,-52.734,NaN
32.614,-74.219,-51.270,-19.043,-56.152,NaN
32.618,-59.570,-46.387,-24.902,-37.109,NaN
32.622,-44.434,-33.203,-34.668,-30.762,0
32.626,-44.434,-48.340,-21.973,-39.062,0
32.630,-43.945,-63.965,-1.953,-34.668,0
32.633,-59.570,-55.664,-24.414,-40.039,NaN
32.637,-80.078,-39.062,-22.949,-57.617,0
32.641,-85.938,-48.828,-1.465,-74.707,0
32.645,-89.844,-51.270,7.812,-72.754,0
32.649,-95.703,-38.086,-4.395,-66.895,0
32.653,-92.773,-41.992,-21.484,-63.477,NaN
32.656,-94.727,-39.551,-18.066,-64.453,0
32.660,-92.773,-40.527,-14.160,-67.383,NaN
32.664,-90.820,-47.852,-13.672,-70.312,0
32.668,-94.727,-49.316,-19.531,-72.266,0
32.672,-87.891,-43.945,-26.855,-72.266,NaN
32.676,-85.449,-36.133,-20.996,-62.012,0
32.679,-82.031,-38.086,-18.555,-42.480,0
32.683,-74.707,-42.969,-10.742,-39.062,0
32.687,-66.406,-32.227,-16.113,-39.551,0
32.691,-54.688,-41.504,-18.555,-38.574,0
32.695,-57.129,-60.547,-9.277,-44.922,NaN
32.699,-55.664,-31.738,-14.648,-48.340,0
32.716,-46.875,-10.742,-21.973,-44.434,0
32.720,-45.410,-26.855,-41.504,-39.551,0
32.724,-48.828,-30.273,-32.227,-38.086,0
32.728,-54.199,-27.344,-22.461,-37.598,0
32.732,-40.527,-29.785,-24.414,-31.738,0
32.736,-24.902,-27.344,-18.555,-15.625,0
32.739,-36.133,-24.902,-31.738,-21.484,NaN
32.743,-42.969,-31.250,-47.852,-42.969,0
32.747,-35.156,-42.480,-39.551,-44.434,0
32.751,-35.156,-42.969,-19.043,-39.062,0
32.755,-38.574,-33.691,-4.883,-39.062,0
32.759,-32.715,-23.926,-8.789,-29.297,NaN
32.760,-27.832,-13.672,-17.090,-23.926,0
32.764,-39.062,-20.996,-20.020,-37.598,0
32.768,-40.527,-20.020,-13.672,-30.762,0
32.772,-30.273,-22.949,-12.207,-23.926,NaN
32.776,-39.062,-35.156,-24.414,-42.969,0
32.780,-41.016,-29.297,-21.484,-40.527,0
32.783,-32.227,-16.602,-14.648,-31.250,0
32.787,-28.809,-23.926,-31.250,-31.250,0
32.791,-29.297,-25.879,-41.992,-27.832,NaN
32.795,-24.414,-21.973,-24.902,-30.273,0
32.799,-17.090,-31.738,-19.043,-38.086,0
32.803,-12.695,-28.809,-34.668,-41.992,0
32.806,-10.254,-7.812,-18.066,-22.461,NaN
32.810,-19.043,-4.883,7.324,-12.207,0
32.814,-40.527,-35.645,-7.812,-34.180,0
32.818,-60.059,-42.480,-17.578,-51.758,NaN
32.822,-60.547,-31.250,-10.254,-49.316,0
32.826,-54.199,-36.133,-27.832,-38.574,0
32.829,-47.363,-23.926,-43.457,-37.598,0
32.833,-41.016,-5.371,-20.020,-41.504,NaN
32.837,-40.039,-4.395,-21.973,-39.062,0
32.841,-32.715,-8.789,-32.715,-29.785,0
32.845,-33.691,-9.766,-20.996,-30.762,NaN
32.849,-53.223,-21.484,-12.695,-53.223,0
32.850,-56.641,-18.555,-5.371,-67.383,NaN
32.854,-50.293,-23.926,-15.137,-58.105,0
32.858,-61.035,-23.438,-22.461,-57.617,0
32.862,-56.641,-0.977,-0.488,-50.781,NaN
32.866,-50.781,-20.996,-9.277,-46.875,0
32.870,-49.805,-39.551,-51.758,-48.828,0
32.873,-54.199,-41.992,-58.105,-50.293,0
32.877,-58.105,-48.828,-41.992,-51.758,0
32.881,-44.922,-30.762,-33.203,-41.016,0
32.885,-41.992,-7.324,-21.973,-41.016,NaN
32.889,-46.875,-14.160,-20.508,-38.574,0
32.893,-47.852,-39.551,-26.367,-34.668,0
32.895,-44.922,-33.203,-20.020,-38.086,NaN
32.899,-31.250,-41.016,-14.160,-32.715,0
32.903,-10.254,-33.203,-5.371,-14.648,0
32.907,-21.484,1.953,-27.344,-22.949,0
32.911,-34.180,1.953,-48.340,-34.180,0
32.915,-35.645,4.883,-31.738,-41.992,NaN
32.918,-35.645,-8.301,-30.273,-52.246,0
32.922,-28.809,-21.484,-34.668,-52.734,0
32.926,-36.133,-29.297,-34.180,-61.523,0
32.930,-31.250,-39.551,-34.668,-57.617,0
32.934,-24.414,-24.414,-36.621,-48.828,0
32.938,-23.926,-10.742,-42.480,-36.621,NaN
32.940,-8.789,-5.859,-38.574,-23.926,0
32.944,-6.836,-17.578,-32.227,-34.180,0
32.948,-7.812,-28.809,-18.555,-29.785,NaN
32.952,1.465,-14.648,-9.277,-8.789,0
32.956,-6.348,-4.395,-34.668,-12.207,0
32.960,-20.020,9.277,-42.480,-28.809,0
32.963,-29.297,-4.395,-21.973,-34.180,0
32.967,-36.621,-31.250,-25.879,-43.945,0
32.971,-41.016,-17.578,-33.203,-56.641,NaN
32.975,-36.133,-5.859,-29.297,-52.246,0
32.979,-29.297,-8.301,-31.250,-43.457,0
32.983,-26.367,-19.531,-37.109,-41.992,0
32.985,-34.668,-38.086,-52.734,-49.316,NaN
32.989,-38.574,-50.781,-51.758,-53.223,0
32.993,-31.738,-41.016,-22.949,-43.457,0
32.997,-41.016,-26.367,-18.555,-45.898,NaN
33.001,-54.688,-23.438,-32.227,-55.176,0
33.005,-53.223,-25.879,-12.207,-56.152,0
33.008,-48.828,-23.926,-1.953,-53.711,0
33.012,-46.875,-12.695,-16.602,-49.805,NaN
33.016,-44.434,-6.836,-17.090,-41.992,0
33.020,-27.832,1.953,-11.719,-34.180,NaN
33.024,-23.926,-9.766,-29.297,-32.715,0
33.028,-35.156,-35.645,-50.781,-35.645,0
33.032,-40.527,-46.387,-48.828,-55.664,0
33.036,-41.992,-50.781,-26.367,-54.199,NaN
33.040,-44.434,-41.504,-19.043,-40.527,0
33.044,-49.316,-37.109,-21.973,-51.270,0
33.048,-49.316,-29.297,-9.277,-53.711,0
33.052,-46.875,-17.090,-20.996,-43.945,0
33.055,-36.621,-3.906,-20.508,-35.156,NaN
33.059,-30.762,-10.254,-15.137,-35.156,0
33.063,-44.922,-20.996,-37.598,-34.180,0
33.067,-48.828,-10.742,-45.410,-28.320,0
33.071,-48.340,-10.742,-39.551,-33.691,0
33.075,-51.758,-24.414,-28.809,-43.945,0
33.090,-57.129,-36.133,-17.090,-54.199,0
33.094,-63.477,-41.016,-25.879,-57.129,0
33.098,-58.594,-55.664,-44.434,-57.617,0
33.102,-46.387,-39.062,-30.273,-52.734,0
33.106,-41.992,-20.508,-8.789,-51.758,0
33.110,-49.316,-20.996,-26.367,-54.199,NaN
33.113,-46.387,-21.484,-37.109,-46.387,0
33.117,-41.992,-16.602,-32.227,-41.504,0
33.121,-46.875,-9.277,-47.852,-39.551,0
33.125,-45.898,-9.766,-41.992,-36.133,0
33.129,-52.734,-26.855,-26.855,-40.527,0
33.133,-56.152,-26.855,-25.391,-48.340,NaN
33.135,-66.406,-20.996,-22.461,-56.641,0
33.139,-71.777,-30.273,-31.250,-50.781,0
33.143,-65.918,-33.203,-32.715,-46.875,NaN
33.147,-62.500,-35.645,-19.043,-51.270,0
33.151,-52.734,-18.555,-16.602,-39.551,0
33.155,-50.293,-24.414,-25.879,-30.762,0
33.158,-52.246,-49.805,-29.785,-37.598,0
33.162,-42.480,-28.320,-22.949,-35.156,NaN
33.166,-34.180,-24.414,-13.184,-24.902,0
33.170,-48.340,-40.039,-29.297,-35.156,0
33.174,-53.711,-17.578,-39.062,-48.340,0
33.178,-43.945,-16.113,-35.156,-38.086,NaN
33.180,-46.387,-38.086,-29.297,-37.598,0
33.184,-51.270,-14.160,-9.277,-39.062,0
33.188,-39.551,10.742,8.301,-26.367,0
33.192,-47.363,-2.441,-6.836,-47.363,NaN
33.196,-62.500,-25.391,-31.250,-64.453,0
33.200,-55.664,-32.715,-30.762,-47.363,0
33.203,-45.410,-35.156,-20.508,-35.645,NaN
33.207,-33.691,-74.219,-24.414,-33.203,0
33.211,-40.039,-86.426,-30.762,-38.086,0
33.215,-59.570,-37.598,-28.809,-50.781,0
33.219,-54.199,-8.789,-41.016,-49.316,NaN
33.223,-57.129,-8.789,-54.688,-52.734,0
33.225,-58.105,-16.113,-22.949,-49.316,0
33.229,-44.922,-4.883,11.230,-37.598,NaN
33.233,-41.992,0.977,-3.906,-43.457,0
33.237,-38.574,-9.766,-35.156,-36.621,0
33.241,-37.598,-24.414,-40.039,-30.273,0
33.245,-43.457,-41.992,-19.043,-39.551,0
33.248,-60.059,-39.062,-11.230,-55.176,NaN
33.252,-81.543,-23.926,-22.461,-72.266,0
33.256,-74.707,-8.789,-25.879,-65.430,0
33.260,-57.129,-16.602,-22.461,-54.199,0
33.264,-67.383,-39.551,-42.969,-65.918,NaN
33.268,-61.523,-30.273,-58.105,-64.941,0
33.271,-47.363,-41.016,-60.059,-51.758,0
33.275,-41.992,-39.062,-55.176,-52.246,0
33.279,-38.574,5.371,-42.969,-50.293,0
33.283,-54.688,6.348,-39.551,-61.523,NaN
33.287,-54.199,-13.672,-36.133,-65.430,0
33.291,-35.156,-3.906,-33.203,-49.316,0
33.294,-48.340,-4.395,-30.762,-62.012,0
33.298,-63.965,-25.879,-15.625,-74.219,0
33.302,-57.129,-25.391,-12.207,-65.430,NaN
33.306,-63.965,-17.090,-26.855,-69.336,0
33.310,-56.641,-31.738,-25.879,-58.594,0
33.314,-39.062,-36.621,-38.086,-45.898,0
33.316,-30.273,-28.320,-60.547,-40.527,NaN
33.320,-41.504,-27.832,-56.152,-45.898,0
33.324,-56.152,-34.180,-44.922,-62.012,0
33.328,-47.852,-20.508,-43.945,-59.570,0
33.332,-41.992,-6.348,-33.691,-59.570,0
33.336,-42.969,-11.230,-20.020,-65.918,NaN
33.339,-44.922,-15.137,-24.902,-59.082,0
33.343,-45.410,-4.883,-21.973,-46.387,0
33.347,-45.410,-24.902,-19.531,-48.828,0
33.351,-41.992,-41.504,-18.066,-47.852,NaN
33.355,-43.945,-36.621,-30.762,-51.758,0
33.359,-48.828,-34.668,-41.992,-48.340,0
33.360,-49.316,-35.156,-32.715,-51.270,NaN
33.364,-51.270,-31.738,-31.250,-59.570,0
33.368,-42.480,-18.066,-35.156,-46.875,0
33.372,-36.621,-29.297,-31.250,-40.039,0
33.376,-43.945,-23.926,-26.367,-42.969,NaN
33.380,-43.945,-10.742,-32.227,-43.945,0
33.383,-43.457,-12.207,-20.996,-39.062,0
33.387,-44.434,-27.344,-9.277,-42.480,0
33.391,-33.203,-41.992,-20.020,-48.828,NaN
33.395,-29.297,-33.203,-39.062,-48.340,0
33.399,-42.969,-21.973,-51.758,-62.012,0
33.403,-35.156,-14.160,-31.738,-52.734,0
33.406,-25.391,-14.160,-18.066,-37.109,NaN
33.410,-30.762,-30.762,-19.531,-35.645,0
33.414,-26.855,-29.785,-12.207,-31.738,0
33.418,-25.879,-17.090,-12.695,-31.250,0
33.422,-28.809,-29.785,-20.996,-32.227,NaN
33.426,-17.578,-33.203,-17.090,-26.367,0
33.429,-15.625,-28.320,-15.137,-26.855,0
33.433,-18.555,-32.715,-31.250,-27.832,0
33.437,-13.184,-15.625,-52.734,-20.508,0
33.441,-25.879,-14.648,-38.574,-35.156,NaN
33.445,-35.156,-10.742,-15.137,-42.969,0
33.449,-38.086,-20.020,-16.113,-44.434,0
33.465,-44.434,-44.434,-16.602,-58.105,0
33.469,-38.086,-40.527,-12.207,-48.828,0
33.473,-31.738,-18.066,-17.090,-49.316,0
33.477,-24.902,-11.719,-29.297,-57.617,0
33.481,-27.344,-37.598,-30.762,-54.199,NaN
33.485,-42.969,-49.316,-29.297,-55.664,0
33.488,-52.734,-30.273,-26.367,-56.641,0
33.492,-48.828,-6.348,-34.180,-52.734,0
33.496,-44.922,-7.324,-39.062,-53.711,0
33.500,-50.781,-31.738,-19.531,-57.129,0
33.504,-49.316,-27.832,-22.461,-58.105,NaN
33.508,-40.039,-26.367,-28.809,-51.270,0
33.510,-28.809,-49.805,-19.531,-38.574,0
33.514,-26.855,-33.203,-16.602,-40.039,NaN
33.518,-36.621,-11.230,-21.973,-58.594,0
33.522,-34.668,-10.742,-31.738,-58.105,0
33.526,-27.832,-25.879,-46.875,-44.434,0
33.530,-38.574,-46.387,-59.570,-55.664,0
33.533,-43.945,-30.273,-52.734,-61.035,NaN
33.537,-35.156,-25.391,-37.598,-51.270,0
33.541,-35.645,-28.809,-20.508,-41.504,0
33.545,-44.922,-18.066,3.418,-43.945,0
33.549,-40.039,-1.953,13.184,-40.527,0
33.553,-43.457,-4.395,-6.348,-46.875,NaN
33.556,-55.664,-9.766,-31.738,-62.012,0
33.560,-44.922,-10.742,-30.762,-49.316,0
33.564,-39.551,-19.043,-32.227,-32.227,NaN
33.568,-46.875,-24.414,-32.715,-43.457,NaN
33.572,-41.016,-16.113,-40.039,-39.062,0
33.576,-40.039,-33.203,-47.852,-24.902,0
33.579,-50.781,-58.105,-21.973,-42.480,0
33.583,-42.969,-30.273,-0.977,-48.828,0
33.587,-25.879,12.695,5.859,-35.156,NaN
33.591,-36.133,9.277,-11.230,-40.039,0
33.595,-41.504,-10.742,-34.180,-44.922,0
33.599,-34.668,-25.879,-44.434,-45.898,NaN
33.601,-30.762,-46.387,-36.133,-41.992,0
33.605,-36.621,-49.316,-25.391,-41.992,0
33.609,-42.480,-17.090,-34.668,-43.457,0
33.613,-40.039,-13.184,-36.133,-38.574,NaN
33.617,-53.223,-35.645,-9.766,-47.852,0
33.621,-50.293,-20.996,4.395,-47.852,NaN
33.624,-41.992,-10.254,-11.719,-51.758,0
33.628,-45.898,-15.625,-38.086,-51.270,0
33.632,-55.664,-27.832,-49.805,-51.270,0
33.636,-61.035,-39.062,-43.945,-62.012,0
33.640,-56.152,-44.434,-33.203,-63.477,NaN
33.644,-55.664,-31.250,-33.691,-62.012,0
33.645,-50.293,-25.879,-35.645,-55.176,NaN
33.649,-40.527,-26.367,-35.645,-31.738,0
33.653,-39.551,-5.371,-43.457,-23.438,0
33.657,-34.180,-8.789,-25.391,-31.738,0
33.661,-43.945,-37.109,-16.602,-39.062,0
33.665,-49.805,-40.527,-37.109,-44.434,NaN
33.668,-42.969,-37.598,-46.875,-43.457,0
33.672,-36.621,-26.367,-26.855,-43.457,0
33.676,-25.879,-18.066,-3.906,-32.227,0
33.680,-18.066,-52.246,-17.090,-26.367,NaN
33.684,-12.207,-48.340,-37.598,-25.391,0
33.688,-16.113,-6.348,-58.105,-28.320,0
33.690,-30.273,-9.766,-56.641,-37.109,NaN
33.694,-40.039,-21.973,-35.156,-42.480,0
33.698,-41.504,-26.855,-16.602,-41.992,0
33.702,-35.645,-37.109,-15.137,-34.180,0
33.706,-32.715,-38.086,-41.016,-35.156,0
33.710,-37.109,-41.504,-23.926,-41.992,NaN
33.713,-32.227,-36.621,-0.977,-28.809,0
33.717,-34.180,-24.902,-30.273,-23.438,0
33.721,-52.734,-34.668,-47.363,-46.875,0
33.725,-60.059,-41.992,-44.922,-60.547,0
33.729,-59.570,-31.250,-39.062,-57.129,0
33.733,-52.246,-26.855,-23.438,-48.340,NaN
33.736,-50.781,-20.996,-6.348,-49.316,0
33.740,-47.852,-11.719,-15.137,-46.875,0
33.744,-31.738,-15.625,-31.250,-29.297,0
33.748,-35.645,-34.668,-29.297,-34.180,0
33.752,-31.738,-36.133,-31.738,-29.785,NaN
33.756,-25.391,-37.109,-43.945,-24.902,0
33.759,-28.809,-41.504,-41.992,-27.344,0
33.763,-35.156,-34.180,-27.832,-30.762,0
33.767,-37.109,-21.484,-10.742,-36.621,0
33.771,-36.621,-16.113,0.488,-41.016,NaN
33.775,-33.691,-4.883,-12.695,-36.621,0
33.779,-32.715,1.465,-34.180,-33.203,0
33.781,-39.551,-4.395,-31.250,-42.969,NaN
33.785,-40.527,-27.832,-24.902,-46.387,0
33.789,-41.016,-47.852,-33.691,-44.922,NaN
33.793,-46.875,-30.762,-42.480,-44.434,0
33.797,-46.387,-19.043,-37.109,-43.945,0
33.801,-38.574,-37.598,-29.297,-36.621,0
33.804,-39.551,-25.391,-9.277,-39.551,NaN
33.808,-40.527,-6.836,9.277,-47.363,0
33.812,-44.922,-23.926,-12.207,-47.363,0
33.816,-49.316,-27.344,-43.945,-53.223,0
33.820,-42.969,-25.391,-38.086,-47.852,0
33.824,-27.344,-32.227,-25.879,-36.133,0
33.841,-12.695,-20.508,-18.066,-21.484,0
33.845,-22.461,-10.254,-22.461,-24.902,0
33.849,-32.227,-26.367,-37.109,-39.551,NaN
33.853,-18.555,-39.062,-24.414,-34.668,0
33.857,-15.625,-28.320,-12.695,-33.691,0
33.861,-26.367,-21.973,-27.832,-45.410,0
33.864,-38.086,-18.555,-32.715,-51.270,0
33.868,-35.645,-20.508,-16.113,-49.316,0
33.872,-32.227,-20.996,-14.648,-46.387,NaN
33.876,-27.832,-21.484,-22.461,-30.762,0
33.880,-29.785,-43.457,-27.832,-23.926,0
33.884,-36.133,-53.711,-26.367,-33.203,0
33.886,-43.945,-33.203,-30.762,-41.992,NaN
33.890,-53.711,-24.902,-36.621,-50.293,0
33.894,-53.223,-27.344,-14.648,-53.711,0
33.898,-56.152,-31.738,-6.836,-54.199,0
33.902,-57.129,-30.273,-14.648,-46.387,0
33.906,-52.246,-21.484,-4.883,-39.551,NaN
33.909,-48.340,-19.043,-18.555,-43.945,0
33.913,-38.574,-16.113,-53.711,-44.434,0
33.917,-37.598,-18.066,-42.480,-37.598,0
33.921,-38.086,-40.039,-15.625,-28.809,0
33.925,-40.039,-40.039,-42.969,-34.668,NaN
33.929,-47.363,-16.113,-46.875,-47.363,0
33.930,-43.457,-20.508,5.371,-43.945,NaN
33.934,-32.227,-23.926,12.207,-32.715,0
33.938,-27.832,-40.527,-13.672,-30.762,0
33.942,-25.391,-33.203,-25.391,-30.273,0
33.946,-31.250,-17.578,-29.785,-38.086,NaN
33.950,-34.668,-20.996,-25.879,-42.480,0
33.953,-30.273,-14.160,-36.133,-35.156,0
33.957,-46.387,-38.574,-55.664,-43.945,0
33.961,-62.012,-49.805,-41.504,-46.387,NaN
33.965,-62.012,-26.367,-38.086,-53.711,0
33.969,-56.641,-31.738,-52.246,-60.059,0
33.973,-45.410,-39.551,-22.949,-43.457,NaN
33.975,-42.969,-27.344,3.418,-37.598,0
33.979,-49.805,-8.301,-2.441,-32.715,0
33.983,-34.180,-0.488,-2.930,-10.742,0
33.987,-45.410,-18.066,-25.391,-29.785,NaN
33.991,-80.078,-36.133,-41.504,-70.801,0
33.995,-74.219,-35.156,-23.438,-61.035,0
33.998,-63.477,-37.109,-27.344,-56.641,0
34.002,-59.082,-36.133,-38.574,-66.406,0
34.006,-50.293,-24.414,-56.152,-64.453,NaN
34.010,-50.293,-18.555,-63.965,-73.242,0
34.014,-46.387,-20.996,-43.945,-76.172,0
34.018,-42.480,-23.438,-22.949,-67.383,0
34.022,-38.574,-19.043,-5.859,-62.012,NaN
34.026,-52.246,-13.672,-20.996,-75.684,0
34.030,-67.871,-6.836,-33.203,-76.660,0
34.034,-54.688,-34.180,-30.762,-59.570,0
34.038,-63.965,-53.223,-46.387,-78.125,0
34.042,-63.965,-18.066,-30.762,-82.031,NaN
34.045,-47.852,-0.977,-1.465,-65.430,0
34.049,-57.129,-29.297,-29.785,-68.848,0
34.053,-58.105,-45.410,-54.688,-64.941,0
34.057,-43.945,-22.461,-25.879,-54.688,0
34.061,-45.898,-12.207,-33.691,-53.223,NaN
34.065,-45.898,3.906,-57.129,-52.246,0
34.066,-52.734,-12.207,-37.598,-58.594,NaN
34.070,-50.781,-36.133,-28.320,-62.988,0
34.074,-45.898,-34.180,-49.316,-62.500,0
34.078,-42.480,-21.973,-40.039,-59.570,0
34.082,-31.250,-7.812,-4.883,-55.176,NaN
34.086,-34.668,-17.578,-7.324,-52.734,0
34.089,-38.574,-23.438,-21.973,-43.945,0
34.093,-31.738,-25.879,-27.344,-40.527,0
34.097,-24.902,-38.574,-21.484,-36.621,0
34.101,-17.090,-34.668,-24.902,-27.832,NaN
34.105,-21.484,-21.484,-33.691,-37.598,0
34.109,-41.016,-36.133,-37.109,-53.711,0
34.110,-37.598,-31.250,-22.461,-42.969,NaN
34.114,-33.691,-19.043,-31.250,-47.363,0
34.118,-28.809,-10.254,-39.551,-49.316,0
34.122,-30.273,-16.602,-12.207,-38.574,0
34.126,-32.227,-17.578,4.883,-38.086,NaN
34.130,-22.461,-5.371,-11.230,-41.992,0
34.133,-14.648,-25.879,-39.062,-31.738,0
34.137,-22.949,-34.180,-44.922,-36.621,0
34.141,-37.598,-19.043,-35.645,-58.105,NaN
34.145,-40.527,-30.273,-23.926,-60.547,0
34.149,-34.668,-34.668,-18.555,-53.223,0
34.153,-29.785,-19.531,-9.277,-44.434,NaN
34.156,-35.156,-11.719,-17.090,-45.410,0
34.160,-31.738,-11.230,-24.414,-40.527,0
34.164,-22.461,-19.043,-7.812,-26.855,0
34.168,-20.020,-15.625,-10.254,-23.926,NaN
34.172,-19.531,-16.602,-34.668,-25.879,0
34.176,-24.902,-36.621,-33.691,-36.621,0
34.179,-39.062,-34.668,-16.602,-48.340,0
34.183,-48.828,-21.484,-15.137,-48.828,0
34.187,-40.039,-14.648,-21.484,-42.480,NaN
34.191,-37.598,-18.555,-36.133,-34.668,0
34.195,-39.062,-21.973,-36.621,-34.668,0
34.199,-25.391,-42.969,-29.297,-35.645,0
34.215,-18.066,-48.828,-20.996,-28.809,0
34.219,-28.320,-22.949,-14.648,-29.297,0
34.223,-33.203,-18.555,-30.273,-28.809,0
34.227,-20.508,-33.691,-52.246,-23.438,NaN
34.231,-24.414,-24.414,-37.598,-23.926,0
34.235,-37.598,10.254,-15.625,-34.668,0
34.238,-40.527,-7.812,-14.648,-45.410,0
34.242,-41.016,-34.668,-9.766,-48.828,NaN
34.246,-26.855,-19.531,3.906,-33.203,0
34.250,-22.949,-19.043,-20.020,-23.926,0
34.254,-29.785,-38.574,-41.992,-28.809,0
34.258,-27.344,-45.410,-45.898,-32.227,0
34.262,-29.785,-31.738,-38.086,-39.062,0
34.266,-33.691,-17.578,-8.789,-39.551,NaN
34.270,-29.785,-26.367,-14.648,-36.621,0
