timestamps,TP9,AF7,AF8,TP10,Marker0
145.919,-32.715,-25.879,-28.809,-24.902,0
145.923,-35.156,-26.855,-27.832,-29.785,NaN
145.927,-49.805,-42.480,-51.758,-42.969,0
145.930,-46.875,-27.832,-51.758,-50.293,0
145.934,-42.480,-0.977,-29.297,-41.016,0
145.938,-46.387,-2.441,-19.531,-34.180,0
145.942,-54.199,-9.277,-21.973,-47.852,NaN
145.946,-44.434,-10.254,-18.555,-43.457,0
145.950,-39.062,-16.602,-17.090,-45.410,0
145.951,-46.387,-27.832,-31.250,-34.668,NaN
145.955,-47.363,-31.250,-34.668,-39.551,0
145.959,-39.551,-28.809,-39.551,-52.734,0
145.963,-16.602,-23.926,-51.758,-25.391,0
145.967,-23.926,-26.855,-40.039,-27.832,NaN
145.971,-76.660,-39.551,-18.555,-65.918,0
145.974,-100.098,-47.852,-16.113,-85.449,0
145.978,-100.098,-43.945,-15.625,-81.055,0
145.982,-103.027,-50.293,-12.695,-66.895,0
145.986,-118.164,-61.523,-14.160,-72.754,0
145.990,-132.812,-71.289,-11.230,-93.750,0
145.994,-137.695,-75.684,-10.742,-103.027,NaN
145.997,-151.855,-84.961,-12.695,-115.723,0
146.001,-164.062,-89.355,-19.043,-121.582,0
146.005,-166.992,-78.125,-23.438,-125.488,0
146.009,-166.504,-77.148,-8.301,-127.441,0
146.013,-161.621,-86.914,5.371,-116.699,NaN
146.017,-157.715,-86.914,5.859,-109.863,0
146.020,-158.203,-80.566,4.395,-109.375,0
146.024,-155.273,-79.590,8.301,-108.398,0
146.028,-151.855,-87.402,10.254,-113.770,0
146.032,-135.254,-93.262,4.883,-99.609,NaN
146.036,-132.324,-81.055,-12.695,-90.332,0
146.040,-131.836,-68.359,-16.602,-89.844,0
146.041,-129.883,-71.777,-9.277,-83.496,NaN
146.045,-113.770,-74.707,-10.254,-72.754,0
146.049,-85.938,-64.453,-2.441,-59.570,0
146.053,-76.660,-70.801,-2.930,-47.363,0
146.057,-67.871,-79.102,-11.719,-39.551,NaN
146.061,-68.848,-59.082,-7.324,-37.109,0
146.064,-71.777,-36.133,1.953,-37.109,NaN
146.068,-63.477,-30.762,13.184,-33.691,0
146.072,-63.965,-36.133,8.301,-37.109,0
146.076,-57.129,-36.621,0.977,-42.969,NaN
146.080,-42.969,-40.527,5.371,-33.691,0
146.084,-36.133,-38.086,-1.465,-20.508,0
146.086,-36.133,-37.109,-13.184,-21.973,NaN
146.090,-39.062,-44.922,-14.160,-26.367,0
146.094,-39.551,-42.969,-18.066,-26.367,0
146.098,-41.504,-47.363,-26.855,-31.250,0
146.102,-29.297,-38.086,-22.461,-18.555,0
146.106,-24.414,-39.062,-21.484,-24.414,NaN
146.109,-31.250,-52.246,-21.484,-30.273,0
146.113,-32.715,-52.734,-21.484,-22.461,0
146.117,-39.062,-56.641,-26.367,-40.039,0
146.121,-34.180,-39.551,-27.344,-41.016,NaN
146.125,-35.156,-25.879,-23.926,-26.855,0
146.129,-37.598,-31.738,-22.949,-20.996,0
146.147,-26.367,-29.297,-21.973,-30.762,0
146.151,-30.762,-41.016,-20.996,-28.809,0
146.155,-43.457,-56.152,-22.949,-26.367,NaN
146.159,-34.180,-38.574,-27.832,-34.180,0
146.163,-27.832,-27.344,-31.250,-34.668,0
146.167,-39.062,-42.969,-26.855,-38.086,0
146.170,-39.062,-46.875,-23.926,-30.273,0
146.174,-30.273,-48.340,-26.855,-27.832,0
146.178,-25.391,-49.316,-29.785,-21.973,NaN
146.182,-28.320,-44.434,-30.762,-19.531,0
146.186,-34.180,-35.645,-29.297,-17.578,0
146.190,-29.785,-39.551,-24.414,-28.809,0
146.192,-26.367,-33.203,-22.949,-40.527,NaN
146.196,-27.832,-24.902,-23.438,-25.879,0
146.200,-34.668,-28.809,-27.344,-21.484,0
146.204,-44.434,-28.809,-32.227,-37.598,0
146.208,-45.410,-32.715,-25.391,-38.086,NaN
146.212,-46.387,-21.973,-22.461,-21.484,0
146.215,-52.734,-12.207,-27.832,-30.762,0
146.219,-52.246,-17.090,-31.738,-33.691,0
146.223,-41.504,-22.461,-34.180,-37.109,0
146.227,-26.367,-23.438,-30.273,-24.414,0
146.231,-28.320,-21.484,-26.855,-9.766,NaN
146.235,-26.367,-25.391,-22.949,-24.902,0
146.236,-17.578,-35.645,-23.438,-20.020,NaN
146.240,-25.879,-44.434,-27.344,-20.508,0
146.244,-31.738,-41.016,-30.273,-32.715,0
146.248,-35.645,-32.715,-31.738,-34.180,NaN
146.252,-38.574,-29.297,-33.691,-25.879,0
146.256,-35.645,-25.391,-34.180,-21.973,0
146.259,-37.109,-35.645,-30.762,-28.320,0
146.263,-37.109,-42.969,-31.250,-30.762,NaN
146.267,-23.926,-31.738,-29.297,-25.391,0
146.271,-24.902,-30.762,-23.438,-20.996,0
146.275,-41.992,-23.926,-15.625,-27.832,0
146.279,-42.480,-29.785,-16.602,-34.668,NaN
146.282,-31.250,-41.992,-12.207,-31.738,0
146.286,-35.156,-38.574,-7.812,-28.320,0
146.290,-42.969,-36.133,-14.160,-28.320,NaN
146.294,-42.969,-28.320,-13.672,-42.969,0
146.298,-41.992,-24.902,-16.113,-40.039,0
146.302,-47.363,-30.762,-26.367,-35.645,0
146.305,-48.340,-39.062,-26.855,-35.156,NaN
146.309,-45.410,-40.527,-25.391,-34.668,0
146.313,-45.410,-40.527,-23.438,-25.879,0
146.317,-41.016,-32.715,-22.949,-23.438,0
146.321,-38.086,-30.273,-22.949,-25.879,0
146.325,-41.992,-38.574,-29.785,-41.016,NaN
146.327,-28.320,-34.180,-36.621,-29.785,0
146.331,-29.297,-31.250,-34.668,-20.508,0
146.335,-43.945,-39.551,-36.621,-30.762,NaN
146.339,-41.504,-33.691,-27.832,-29.297,0
146.343,-42.480,-20.996,-23.926,-39.551,0
146.347,-40.527,-19.531,-26.855,-39.062,0
146.350,-45.410,-25.391,-27.344,-43.457,0
146.354,-50.293,-24.902,-25.879,-46.875,NaN
146.358,-47.363,-22.949,-27.832,-33.691,0
146.362,-43.945,-29.785,-29.785,-35.156,0
146.366,-42.969,-41.016,-27.832,-41.992,0
146.370,-48.340,-40.039,-26.855,-40.039,NaN
146.373,-49.805,-32.227,-32.227,-42.480,0
146.377,-41.016,-37.598,-33.691,-35.645,0
146.381,-31.250,-40.039,-27.344,-20.020,0
146.385,-32.227,-35.156,-34.180,-29.785,0
146.389,-40.527,-37.598,-40.039,-56.152,NaN
146.393,-42.969,-45.410,-42.480,-56.152,0
146.396,-32.227,-41.504,-38.574,-39.551,0
146.400,-42.969,-27.832,-44.434,-53.223,0
146.404,-51.270,-20.508,-51.270,-61.523,NaN
146.408,-33.203,-29.297,-41.504,-43.945,0
146.412,-31.250,-23.438,-36.133,-40.527,0
146.416,-29.785,-2.930,-39.551,-50.781,NaN
146.416,-32.227,-3.418,-39.062,-52.246,0
146.420,-41.504,-11.719,-37.109,-41.992,0
146.424,-37.109,-15.625,-44.922,-45.410,NaN
146.428,-45.898,-19.531,-44.434,-52.246,0
146.432,-49.316,-39.551,-34.180,-51.758,0
146.436,-35.156,-43.457,-24.414,-42.969,0
146.439,-40.039,-34.668,-18.555,-36.133,NaN
146.443,-42.969,-34.180,-20.508,-32.227,0
146.447,-38.574,-34.180,-24.902,-35.156,0
146.451,-42.480,-28.809,-41.016,-47.852,NaN
146.455,-39.062,-24.902,-51.270,-42.969,0
146.459,-41.504,-28.809,-46.387,-47.363,0
146.461,-45.898,-31.738,-44.922,-49.805,NaN
146.465,-40.039,-31.738,-36.621,-39.062,0
146.469,-35.645,-36.133,-28.809,-31.738,0
146.473,-33.203,-33.691,-30.273,-30.762,0
146.477,-34.668,-22.949,-34.668,-32.715,NaN
146.481,-38.086,-25.391,-41.992,-40.039,0
146.484,-36.133,-18.066,-32.715,-40.039,0
146.488,-38.086,-9.277,-23.438,-35.645,0
146.492,-35.645,-11.719,-24.414,-37.598,0
146.496,-40.039,-26.855,-29.297,-40.527,0
146.500,-52.246,-34.668,-35.645,-41.504,NaN
146.504,-41.504,-22.461,-34.180,-39.062,0
146.507,-27.344,-21.973,-28.809,-32.715,0
146.511,-21.484,-28.809,-25.879,-28.809,0
146.515,-25.879,-32.227,-28.809,-28.809,NaN
146.519,-28.320,-33.203,-32.227,-34.668,0
146.523,-21.973,-24.414,-31.738,-29.785,0
146.527,-19.531,-21.973,-35.156,-30.273,0
146.530,-28.809,-24.414,-36.621,-31.250,0
146.534,-37.109,-25.879,-28.809,-27.344,0
146.538,-41.504,-31.250,-30.762,-29.297,NaN
146.542,-33.691,-33.203,-32.227,-32.227,0
146.546,-30.762,-35.156,-35.645,-41.504,0
146.550,-32.715,-24.902,-36.133,-35.156,0
146.566,-23.438,-23.926,-25.879,-20.508,0
146.570,-33.691,-37.109,-24.902,-36.621,0
146.574,-42.480,-39.551,-26.855,-42.480,0
146.578,-34.668,-35.156,-29.297,-39.551,NaN
146.582,-23.926,-29.785,-25.879,-39.551,0
146.586,-25.879,-32.715,-16.113,-29.785,0
146.589,-40.039,-40.039,-18.555,-34.180,0
146.593,-41.016,-45.410,-24.902,-36.621,0
146.597,-30.762,-38.574,-19.531,-27.832,0
146.601,-28.809,-20.996,-18.555,-17.578,NaN
146.605,-27.832,-14.160,-21.973,-21.973,0
146.609,-38.086,-26.367,-28.809,-33.203,0
146.612,-41.992,-39.062,-38.574,-30.762,0
146.616,-31.738,-29.785,-39.062,-26.855,0
146.620,-33.691,-17.578,-31.250,-34.180,NaN
146.624,-32.715,-20.996,-25.879,-34.180,0
146.628,-36.133,-37.598,-31.250,-31.250,0
146.632,-42.969,-35.645,-29.785,-48.340,0
146.635,-45.898,-26.367,-20.508,-49.316,NaN
146.639,-43.457,-26.855,-24.414,-40.527,0
146.643,-42.480,-34.180,-29.297,-35.645,NaN
146.647,-43.457,-37.598,-29.297,-40.527,0
146.651,-37.109,-37.109,-33.691,-45.410,0
146.655,-44.434,-41.992,-40.527,-40.039,NaN
146.657,-48.828,-42.969,-38.086,-40.039,0
146.661,-49.316,-45.410,-37.109,-44.922,0
146.665,-40.039,-32.227,-42.480,-40.039,0
146.669,-28.809,-22.461,-45.898,-32.227,0
146.673,-27.832,-32.227,-45.410,-28.320,NaN
146.677,-26.855,-28.809,-26.855,-32.227,0
146.680,-27.344,-20.508,-9.277,-33.203,0
146.684,-31.738,-23.926,-13.672,-28.809,0
146.688,-35.156,-23.438,-32.227,-29.785,0
146.692,-39.551,-25.879,-39.062,-39.551,NaN
146.696,-37.598,-30.762,-27.344,-32.715,0
146.700,-38.574,-35.645,-28.320,-32.227,0
146.701,-41.016,-28.809,-28.320,-47.852,NaN
146.705,-36.621,-25.879,-28.320,-40.039,0
146.709,-41.504,-39.062,-35.645,-35.645,0
146.713,-52.246,-51.758,-41.016,-36.621,0
146.717,-46.387,-51.758,-41.992,-31.250,0
146.721,-43.945,-42.480,-38.086,-31.738,NaN
146.724,-41.016,-38.086,-33.691,-31.250,0
146.728,-31.250,-35.156,-27.344,-23.438,0
146.732,-36.133,-24.414,-27.344,-20.508,0
146.736,-42.969,-27.832,-27.832,-41.504,0
146.740,-49.805,-39.062,-23.438,-58.594,NaN
146.744,-45.898,-33.691,-22.461,-41.992,0
146.747,-40.527,-21.973,-21.484,-28.320,0
146.751,-46.387,-23.926,-26.855,-31.738,0
146.755,-33.203,-31.250,-35.156,-15.137,NaN
146.759,-22.949,-32.715,-36.133,-14.160,0
146.763,-36.621,-31.250,-39.551,-37.598,0
146.767,-38.574,-29.297,-31.738,-38.574,0
146.770,-41.992,-31.738,-22.461,-37.109,0
146.774,-64.941,-31.250,-26.367,-61.035,NaN
146.778,-59.570,-22.949,-31.250,-65.918,0
146.782,-41.016,-33.203,-32.227,-53.711,0
146.786,-40.039,-41.992,-35.645,-57.617,0
146.790,-39.062,-34.668,-30.762,-45.410,NaN
146.791,-49.805,-25.391,-29.297,-39.551,0
146.795,-56.152,-25.879,-31.738,-45.898,0
146.799,-41.992,-34.180,-28.320,-37.598,NaN
146.803,-36.621,-31.250,-27.344,-40.039,0
146.807,-25.391,-15.625,-27.832,-35.156,0
146.811,-23.438,-14.648,-29.297,-25.391,0
146.814,-31.250,-31.738,-26.367,-37.109,NaN
146.818,-32.715,-32.227,-25.879,-34.180,0
146.822,-37.109,-22.949,-41.992,-31.250,0
146.826,-33.203,-35.645,-58.105,-25.391,0
146.830,-28.320,-43.457,-54.688,-33.691,NaN
146.834,-29.785,-41.992,-29.297,-34.668,0
146.838,-46.875,-48.340,-7.812,-38.574,0
146.842,-50.781,-28.809,-3.906,-41.992,NaN
146.846,-49.316,-15.137,-9.277,-33.691,0
146.850,-53.711,-23.926,-11.719,-41.016,0
146.854,-42.969,-22.461,-10.742,-38.086,0
146.858,-36.133,-32.715,-17.578,-22.949,0
146.861,-41.992,-50.293,-21.484,-31.738,0
146.865,-39.551,-40.039,-23.438,-35.156,0
146.869,-35.645,-30.762,-28.809,-29.785,NaN
146.873,-35.645,-34.180,-28.320,-24.414,0
146.877,-26.855,-25.879,-26.855,-14.648,0
146.881,-31.738,-35.156,-28.809,-15.137,0
146.882,-34.668,-41.504,-36.621,-22.949,NaN
146.886,-30.273,-34.180,-41.016,-34.668,0
146.890,-35.156,-41.504,-41.016,-41.016,0
146.894,-36.621,-38.574,-34.180,-40.039,0
146.898,-33.691,-27.832,-27.832,-38.574,NaN
146.902,-35.645,-29.785,-28.320,-34.668,0
146.905,-38.574,-31.250,-27.832,-22.461,0
146.909,-47.852,-32.227,-28.320,-31.738,0
146.913,-50.293,-38.574,-34.668,-41.016,0
146.917,-42.969,-42.969,-38.086,-33.691,NaN
146.921,-44.922,-47.363,-28.320,-40.527,0
146.925,-37.109,-38.086,-24.414,-40.039,0
146.941,-35.645,-28.809,-28.809,-38.574,0
146.945,-38.574,-28.320,-32.227,-47.852,0
146.949,-27.344,-27.344,-30.762,-34.180,0
146.953,-26.367,-45.898,-31.738,-31.738,0
146.957,-37.598,-49.805,-41.016,-45.898,NaN
146.961,-42.480,-39.062,-29.297,-33.691,0
146.964,-30.273,-17.578,-1.465,-13.672,0
146.968,-30.762,0.000,-0.977,-39.062,0
146.972,-40.039,-4.883,-7.812,-62.988,0
146.976,-40.527,-10.254,-8.301,-50.293,NaN
146.980,-49.316,-18.555,-20.508,-59.570,0
146.984,-54.199,-18.555,-28.809,-69.824,0
146.986,-52.734,-24.414,-36.133,-64.941,0
146.990,-56.152,-32.227,-44.922,-65.430,NaN
146.994,-66.895,-31.250,-52.734,-83.008,0
146.998,-73.730,-21.484,-55.664,-93.262,0
147.002,-76.172,-17.090,-50.293,-96.191,0
147.006,-76.172,-25.391,-54.199,-99.609,NaN
147.009,-80.078,-21.484,-58.594,-100.098,0
147.013,-85.938,-17.578,-58.594,-101.074,0
147.017,-92.285,-24.902,-60.059,-100.098,NaN
147.021,-94.727,-40.527,-52.246,-96.191,0
147.025,-94.238,-41.992,-42.969,-98.145,0
147.029,-89.355,-32.227,-42.480,-97.168,0
147.032,-76.660,-28.320,-36.133,-86.426,NaN
147.036,-64.941,-34.180,-40.527,-82.520,0
147.040,-63.965,-44.922,-50.781,-77.637,0
147.044,-57.129,-30.273,-41.016,-66.895,0
147.048,-56.641,-3.906,-40.527,-71.289,0
147.052,-71.289,-9.277,-41.016,-68.359,NaN
147.055,-67.871,-19.043,-41.992,-65.430,0
147.059,-57.617,-18.066,-53.711,-64.453,0
147.063,-54.199,-32.715,-55.176,-48.828,0
147.067,-46.875,-36.133,-35.156,-53.711,0
147.071,-38.574,-24.414,-18.555,-48.828,0
147.075,-42.480,-29.785,-19.043,-46.875,NaN
147.076,-47.852,-31.250,-27.832,-43.945,0
147.080,-42.969,-30.273,-31.250,-50.293,0
147.084,-37.109,-34.668,-31.250,-48.340,NaN
147.088,-42.480,-36.133,-30.762,-41.016,0
147.092,-42.969,-30.762,-20.508,-43.945,0
147.096,-33.691,-28.809,-14.648,-43.945,0
147.099,-29.785,-45.898,-23.926,-43.457,NaN
147.103,-27.832,-35.645,-30.762,-36.133,0
147.107,-28.809,-2.930,-37.598,-34.668,0
147.111,-42.969,-4.395,-46.875,-47.852,0
147.115,-41.504,-21.973,-40.039,-56.641,0
147.119,-26.855,-27.832,-28.320,-46.875,NaN
147.121,-28.320,-26.367,-25.879,-41.504,0
147.125,-31.250,-24.414,-27.344,-42.969,0
147.129,-24.902,-28.809,-23.438,-33.203,NaN
147.133,-27.832,-39.551,-15.625,-33.691,0
147.137,-30.273,-41.504,-19.531,-38.574,0
147.141,-19.531,-37.109,-18.066,-34.180,0
147.144,-21.484,-38.086,-17.578,-30.762,0
147.148,-24.902,-42.480,-28.320,-25.391,0
147.152,-24.414,-47.363,-46.387,-26.855,NaN
147.156,-22.949,-35.645,-42.480,-30.762,0
147.160,-17.578,-20.996,-27.344,-30.762,0
147.164,-26.367,-26.855,-30.273,-35.156,0
147.167,-34.668,-37.598,-31.738,-35.645,0
147.171,-27.344,-23.926,-19.531,-39.062,NaN
147.175,-28.320,-27.344,-20.508,-42.480,0
147.179,-33.691,-48.828,-25.391,-31.738,NaN
147.183,-20.996,-41.504,-26.367,-12.207,0
147.187,-27.832,-20.508,-25.391,-16.113,0
147.190,-55.176,-14.160,-36.133,-47.363,0
147.194,-70.312,-18.555,-40.527,-62.988,0
147.198,-81.543,-30.762,-39.062,-70.801,NaN
147.202,-86.426,-41.504,-36.133,-70.801,0
147.206,-102.051,-35.645,-27.344,-88.379,0
147.210,-107.422,-35.645,-36.133,-111.816,NaN
147.211,-104.980,-39.062,-43.457,-103.516,NaN
147.215,-104.980,-41.504,-36.621,-99.609,0
147.219,-88.867,-40.527,-31.738,-91.797,0
147.223,-82.031,-42.969,-23.438,-72.266,0
147.227,-71.289,-44.434,-27.832,-61.035,NaN
147.231,-59.570,-44.434,-40.039,-48.340,0
147.234,-57.617,-50.781,-32.227,-38.574,0
147.238,-57.617,-40.039,-12.695,-56.641,0
147.242,-63.477,-39.062,-5.859,-71.777,0
147.246,-66.406,-34.668,-3.906,-72.754,0
147.250,-71.289,-20.020,5.371,-69.824,NaN
147.254,-71.289,-15.625,-1.465,-63.965,0
147.257,-79.102,-20.508,-19.043,-64.453,0
147.261,-79.590,-14.648,-26.367,-63.477,NaN
147.265,-66.406,-17.090,-27.832,-56.641,0
147.269,-59.570,-35.156,-25.391,-46.387,0
147.273,-54.688,-39.062,-19.531,-42.480,0
147.277,-49.316,-40.527,-19.531,-49.805,0
147.280,-48.340,-42.969,-25.879,-59.570,NaN
147.284,-47.852,-46.387,-27.344,-43.457,0
147.288,-39.062,-41.992,-24.414,-32.715,0
147.292,-41.992,-33.203,-28.320,-38.086,0
147.296,-39.551,-25.391,-25.879,-33.691,0
147.300,-27.344,-22.461,-21.973,-20.020,0
147.316,-35.156,-30.762,-28.320,-31.250,0
147.320,-39.062,-37.598,-23.438,-39.551,0
147.324,-33.691,-40.039,-21.973,-28.809,NaN
147.328,-34.180,-41.504,-22.461,-23.926,0
147.332,-44.922,-50.293,-19.531,-39.551,0
147.336,-43.945,-41.016,-21.484,-31.738,0
147.339,-45.410,-28.320,-30.762,-26.855,0
147.343,-42.480,-33.691,-36.133,-36.133,0
147.347,-40.039,-28.320,-34.180,-30.273,NaN
147.351,-50.293,-20.020,-24.902,-26.855,0
147.355,-42.480,-29.785,-26.367,-33.691,0
147.359,-29.297,-40.527,-31.738,-39.551,0
147.363,-38.574,-23.926,-24.414,-42.480,0
147.367,-37.109,-21.484,-20.996,-41.504,NaN
147.371,-37.109,-32.715,-23.926,-43.945,0
147.375,-51.758,-32.715,-26.367,-49.805,NaN
147.379,-56.641,-47.363,-22.949,-41.504,0
147.383,-59.082,-61.523,-23.926,-41.504,0
147.386,-65.430,-44.434,-25.879,-62.988,NaN
147.390,-49.805,-21.484,-21.973,-53.223,0
147.394,-44.434,-24.902,-20.508,-39.551,0
147.398,-51.270,-36.133,-24.902,-45.410,0
147.402,-35.645,-37.109,-24.414,-46.875,0
147.406,-33.203,-33.203,-21.973,-45.898,NaN
147.407,-52.246,-38.086,-28.320,-40.039,0
147.411,-55.664,-42.480,-31.250,-35.156,NaN
147.415,-50.781,-37.109,-33.203,-36.621,0
147.419,-58.594,-40.527,-39.062,-44.922,0
147.423,-66.406,-46.875,-45.410,-49.316,0
147.427,-53.223,-47.363,-46.387,-42.480,0
147.430,-38.086,-60.547,-41.016,-38.574,0
147.434,-41.504,-53.711,-36.621,-44.922,NaN
147.438,-46.875,-32.715,-33.203,-46.387,0
147.442,-42.480,-28.320,-29.297,-46.875,0
147.446,-41.504,-19.043,-33.203,-48.340,0
147.450,-38.086,-20.508,-30.762,-49.316,NaN
147.452,-31.738,-35.645,-31.738,-40.039,0
147.456,-33.203,-38.574,-40.039,-37.598,0
147.460,-41.504,-33.203,-39.062,-49.316,0
147.464,-40.527,-35.645,-36.133,-44.922,0
147.468,-41.016,-40.039,-24.902,-45.898,NaN
147.472,-50.781,-38.574,-15.625,-50.293,0
147.475,-57.129,-39.551,-25.879,-54.688,0
147.479,-51.758,-38.574,-35.156,-59.570,0
147.483,-49.805,-34.668,-34.668,-51.270,0
147.487,-51.758,-32.227,-35.156,-50.781,NaN
147.491,-51.270,-28.320,-31.250,-51.270,0
147.495,-48.828,-34.668,-32.715,-53.711,0
147.497,-43.457,-43.457,-29.785,-61.523,0
147.501,-44.434,-41.016,-23.926,-58.105,NaN
147.505,-44.434,-31.738,-28.809,-52.246,0
147.509,-49.316,-28.320,-34.180,-48.340,0
147.513,-41.016,-30.273,-35.156,-40.039,0
147.517,-31.738,-30.762,-33.691,-39.551,0
147.520,-35.156,-38.574,-29.785,-28.809,0
147.524,-28.320,-35.645,-29.297,-21.484,NaN
147.528,-25.879,-35.645,-28.809,-29.785,0
147.532,-28.809,-38.574,-34.668,-33.691,0
147.536,-29.785,-26.367,-40.039,-30.273,0
147.540,-36.133,-33.203,-41.504,-29.297,NaN
147.541,-34.180,-41.016,-33.691,-30.273,0
147.545,-32.715,-30.273,-32.227,-30.762,0
147.549,-39.551,-29.297,-41.504,-32.715,NaN
147.553,-36.621,-29.785,-39.551,-23.926,0
147.557,-37.109,-22.461,-31.738,-25.391,0
147.561,-49.316,-11.230,-28.320,-40.527,0
147.564,-44.922,-9.766,-20.020,-44.922,NaN
147.568,-40.527,-21.973,-12.695,-41.504,0
147.572,-40.039,-24.902,-18.066,-49.805,0
147.576,-40.039,-28.320,-21.973,-41.504,NaN
147.580,-29.297,-26.855,-23.438,-34.668,0
147.584,-24.414,-29.785,-28.809,-39.062,0
147.603,-35.645,-43.945,-40.039,-32.715,0
147.607,-26.855,-51.758,-41.992,-32.227,0
147.611,-20.508,-47.852,-39.551,-29.785,0
147.615,-38.086,-38.086,-45.410,-32.715,NaN
147.619,-34.180,-32.227,-38.574,-34.180,0
147.623,-31.738,-29.297,-22.461,-23.438,0
147.626,-38.574,-31.738,-17.090,-20.020,0
147.630,-29.297,-36.133,-20.996,-31.738,NaN
147.634,-23.926,-26.367,-23.926,-28.320,NaN
147.638,-33.691,-28.320,-22.461,-24.414,NaN
147.642,-47.852,-36.621,-23.438,-45.410,NaN
147.646,-49.316,-35.156,-23.926,-40.039,0
147.632,-49.805,-34.668,-25.391,-34.668,0
147.636,-48.828,-35.645,-24.902,-41.992,0
147.640,-57.129,-39.062,-26.367,-35.156,0
147.644,-56.152,-32.227,-27.832,-41.016,NaN
147.648,-42.480,-30.762,-28.320,-40.527,NaN
147.652,-43.457,-31.738,-28.320,-44.922,0
147.655,-53.711,-20.996,-29.297,-51.758,0
147.659,-57.617,-25.391,-26.367,-40.039,0
147.663,-50.781,-40.039,-26.855,-34.668,0
147.667,-34.668,-44.434,-30.762,-30.273,NaN
147.671,-34.180,-43.945,-33.691,-28.809,0
147.675,-35.645,-38.574,-31.738,-32.227,0
147.692,-35.645,-37.598,-22.949,-38.086,0
147.696,-30.762,-36.133,-10.742,-25.879,NaN
147.700,-34.668,-43.457,-19.043,-26.367,0
147.704,-37.598,-46.875,-33.203,-32.715,0
147.708,-36.621,-40.527,-28.320,-26.367,0
147.712,-43.945,-34.180,-28.809,-41.504,0
147.715,-37.109,-20.020,-26.367,-34.668,0
147.719,-30.273,-19.531,-21.484,-30.762,NaN
147.723,-36.621,-22.461,-24.414,-37.598,0
147.727,-41.504,-29.297,-29.297,-31.738,0
147.731,-35.156,-36.133,-32.715,-26.855,0
147.735,-25.879,-31.250,-37.109,-30.273,0
147.738,-31.738,-28.320,-43.457,-27.832,NaN
147.742,-18.555,-25.879,-43.457,-29.297,0
147.746,-2.930,-24.414,-44.434,-20.996,0
147.750,-0.488,-23.926,-50.781,-14.160,NaN
147.754,5.371,-26.855,-58.594,-11.719,0
147.758,9.277,-22.461,-58.594,-5.859,0
147.761,10.254,-15.625,-56.152,-10.254,0
147.765,10.254,-22.461,-52.734,-7.812,NaN
147.769,24.414,-15.625,-52.734,20.020,0
147.773,29.785,-7.324,-51.270,21.484,0
147.777,23.926,-12.207,-44.922,9.277,0
147.781,23.926,-33.691,-50.293,9.766,NaN
147.782,23.438,-34.180,-72.266,15.625,0
147.786,20.020,-21.484,-69.336,9.277,NaN
147.790,12.207,-21.973,-35.645,6.836,0
147.794,7.324,-3.906,-16.113,3.418,0
147.798,-12.207,11.719,-9.277,-17.578,NaN
147.802,-15.137,14.648,-7.812,-15.625,0
147.805,-5.371,1.465,-21.484,-12.207,0
147.809,-6.348,-15.137,-15.625,-22.949,0
147.813,-10.254,-4.883,-8.301,-11.719,0
147.817,-9.277,-5.371,-19.531,-13.672,NaN
147.821,-8.789,-22.461,-24.414,-16.113,0
147.825,-6.836,-17.578,-28.809,-9.766,0
147.828,-5.371,-8.301,-31.738,-14.160,0
147.832,-13.184,-18.066,-35.156,-22.461,NaN
147.836,-15.137,-34.668,-36.133,-16.602,0
147.840,-20.020,-35.156,-34.180,-22.949,0
147.844,-24.414,-26.855,-34.180,-23.926,0
147.848,-19.043,-21.973,-31.738,-9.766,0
147.851,-20.996,-21.973,-26.367,-20.996,0
147.855,-27.344,-32.227,-27.344,-22.949,NaN
147.859,-22.949,-30.273,-34.668,-20.020,0
147.863,-28.809,-20.996,-36.133,-40.527,0
147.867,-40.039,-28.809,-38.574,-41.504,0
147.871,-37.598,-33.691,-37.598,-33.691,0
147.872,-30.273,-25.879,-30.273,-25.879,NaN
147.876,-29.297,-23.926,-28.320,-20.020,0
147.880,-34.180,-29.785,-31.250,-24.414,0
147.884,-37.598,-32.715,-30.273,-27.832,NaN
147.888,-38.574,-35.645,-32.715,-37.109,0
147.892,-39.062,-44.434,-35.645,-34.668,0
147.895,-30.273,-45.898,-39.062,-30.273,0
147.899,-23.926,-28.809,-36.133,-20.996,0
147.903,-33.203,-22.461,-32.715,-27.832,NaN
147.907,-32.715,-22.461,-37.598,-34.180,0
147.911,-30.273,-15.625,-42.969,-25.879,0
147.915,-32.227,-19.531,-41.016,-36.133,0
147.916,-30.273,-17.578,-35.645,-31.250,NaN
147.920,-41.016,-11.719,-32.227,-19.043,0
147.924,-51.270,-22.949,-34.668,-31.738,0
147.928,-40.039,-29.785,-35.156,-40.039,0
147.932,-32.227,-29.297,-30.762,-28.320,NaN
147.936,-39.062,-35.645,-26.367,-31.738,0
147.939,-47.363,-45.898,-28.320,-32.715,0
147.943,-47.363,-44.434,-33.203,-31.250,0
147.947,-42.480,-23.926,-27.832,-32.227,NaN
147.951,-47.852,-24.414,-32.227,-46.387,NaN
147.955,-48.340,-33.203,-37.109,-52.734,0
147.959,-43.945,-35.156,-30.273,-37.598,0
147.962,-42.480,-33.203,-30.273,-30.762,NaN
147.966,-42.969,-25.879,-30.273,-38.086,0
147.970,-47.363,-30.273,-26.367,-46.387,0
147.974,-48.340,-32.227,-27.832,-39.551,0
