x,y
0.4320276497695852,0.924187725631769
0.44585253456221197,0.9362214199759327
0.4838709677419355,0.924187725631769
0.5046082949308754,0.9386281588447654
0.5184331797235024,0.937424789410349
0.5599078341013825,0.9302045728038508
0.5806451612903225,0.910950661853189
0.6290322580645162,0.9061371841155235
0.6566820276497696,0.8760529482551143
0.6843317972350231,0.8291215403128761
0.7154377880184332,0.7954271961492178
0.7430875576036866,0.779783393501805
0.7776497695852536,0.7244283995186522
0.8018433179723503,0.687123947051745
0.8398617511520736,0.6787003610108303
0.870967741935484,0.5932611311672684
0.9055299539170507,0.5716004813477737
0.9400921658986174,0.5150421179302045
0.9746543778801844,0.4825511432009627
1.012672811059908,0.45126353790613716
1.0541474654377878,0.4019253910950662
1.088709677419355,0.3622141997593261
1.133640552995392,0.3441636582430806
1.1716589861751152,0.296028880866426
1.2096774193548385,0.27797833935018046
1.2546082949308754,0.25992779783393505
1.2995391705069124,0.233453670276775
1.337557603686636,0.22141997593261142
1.3859447004608296,0.20938628158844763
1.4308755760368663,0.19735258724428395
1.4688940092165899,0.18772563176895307
1.5207373271889402,0.1756919374247894
1.565668202764977,0.16726835138387486
1.6105990783410138,0.1636582430806257
1.662442396313364,0.1528279181708786
1.7108294930875576,0.15162454873646214
1.752304147465438,0.1456077015643803
1.8006912442396314,0.14199759326113115
1.8525345622119815,0.13959085439229857
1.9043778801843319,0.1383874849578821
1.9527649769585254,0.13237063778580027
2.0046082949308754,0.13357400722021662
2.0633640552995387,0.13116726835138393
2.1186635944700463,0.12515042117930208
2.1670506912442398,0.12515042117930208
2.2223502304147464,0.12154031287605294
